name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	2	0	0.0
Buchnera aphidicola	9	species	597442	7	6	0.0
Cellulomonas gilvus	11	species	3526441	3	0	0.0
Shewanella	22	genus	5140018	1	0	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Myxococcales	29	order	9744470	5	0	0.0
Myxococcaceae	31	family	9924679	3	0	0.0
Myxococcus	32	genus	9885694	5	0	0.0
Myxococcus fulvus	33	species	10026214	4	0	0.0
Myxococcus xanthus	34	species	9139763	1	0	0.0
Archangiaceae	39	family	10260756	1	0	0.0
Stigmatella	40	genus	10260756	1	0	0.0
Archangium gephyra	48	species	12489432	63	46	0.0
Chondromyces crocatus	52	species	11388132	34	23	0.0
Sorangium cellulosum	56	species	13907952	1	0	0.0
Lysobacter	68	genus	0	8	0	0.0
Leptothrix	88	genus	4909403	2	0	0.0
Planctomycetales	112	order	6682242	1	0	0.0
Spirochaetales	136	order	1890128	1	0	0.0
Borreliella burgdorferi	139	species	1329613	10	3	0.0
Leptospira interrogans	173	species	5299843	11	10	0.0
Azospirillum	191	genus	7223069	2	0	0.0
Azospirillum brasilense	192	species	13978806	79	28	0.0
Azospirillum lipoferum	193	species	7223069	6	0	0.0
Campylobacter	194	genus	2183267	1	0	0.0
Campylobacter coli	195	species	1752239	26	4	0.0
Campylobacter fetus	196	species	1876301	5	5	0.0
Campylobacter jejuni	197	species	2543404	42	7	0.0
Campylobacter lari	201	species	1578293	6	0	0.0
Helicobacter	209	genus	1717712	1	0	0.0
Helicobacter pylori	210	species	1702329	15	12	0.0
Achromobacter	222	genus	6745103	22	0	0.0
Alteromonas	226	genus	4594268	3	0	0.0
Brucella	234	genus	4068975	17	5	0.0
Elizabethkingia meningoseptica	238	species	7877884	51	12	0.0
Chryseobacterium indologenes	253	species	5314748	78	53	1.18146e-183
Francisella tularensis	263	species	2819748	81	76	0.0
Francisella tularensis subsp. novicida	264	subspecies	5888739	7	1	0.0
Paracoccus	265	genus	5054656	3	0	0.0
Paracoccus denitrificans	266	species	5236194	1	0	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
Xanthobacter	279	genus	5625098	1	0	0.0
Comamonas	283	genus	5695231	4	0	0.0
Comamonas testosteroni	285	species	5695231	15	0	0.0
Pseudomonas	286	genus	6375453	5000	4489	0.0
Pseudomonas aeruginosa	287	species	6510903	3256	1054	0.0014534
Burkholderia cepacia	292	species	7851492	289	20	3.40215e-05
Pseudomonas fluorescens	294	species	6526868	445469	373275	0.408159
Pseudomonas fragi	296	species	10253943	2467	1467	9.01539e-05
Pseudomonas mendocina	300	species	5293211	16	0	0.0
Pseudomonas putida	303	species	6146834	4761	1751	0.000496954
