name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium	6	genus	5369772	5	0	0.0
Azorhizobium caulinodans	7	species	5369772	16	0	0.0
Buchnera aphidicola	9	species	597442	10	7	0.0
Cellulomonas gilvus	11	species	3526441	40	0	0.0
Pelobacter	18	genus	3953506	5	0	0.0
Phenylobacterium	20	genus	4379231	16	0	0.0
Shewanella	22	genus	5140018	15	4	0.0
Myxococcales	29	order	9744470	152	0	0.0
Myxococcaceae	31	family	9924679	10	0	0.0
Myxococcus	32	genus	9885694	23	0	0.0
Myxococcus fulvus	33	species	10026214	31	0	0.0
Myxococcus xanthus	34	species	9139763	20	0	0.0
Archangiaceae	39	family	10260756	7	0	0.0
Stigmatella	40	genus	10260756	2	0	0.0
Stigmatella aurantiaca	41	species	10260756	17	0	0.0
Archangium	47	genus	0	3	0	0.0
Archangium gephyra	48	species	12489432	543	383	0.0
Polyangiaceae	49	family	13907952	16	0	0.0
Chondromyces	50	genus	0	22	0	0.0
Chondromyces crocatus	52	species	11388132	384	286	0.0
Sorangium cellulosum	56	species	13907952	21	0	0.0
Lysobacter	68	genus	0	40	0	0.0
Caulobacter	75	genus	4238499	38	0	0.0
Hyphomicrobium	81	genus	3700497	6	0	0.0
Hyphomonas	85	genus	3705021	1	0	0.0
Leptothrix	88	genus	4909403	69	0	0.0
Gallionella	96	genus	3162471	8	0	0.0
Cyclobacterium marinum	104	species	6221273	2	0	0.0
Runella	105	genus	6919729	1	0	0.0
Spirosoma	107	genus	0	1	0	0.0
Planctomycetales	112	order	6682242	45	0	0.0
Gemmata	113	genus	0	1	0	0.0
Planctomyces	118	genus	0	3	0	0.0
Pirellula	123	genus	6196199	1	0	0.0
Planctomycetaceae	126	family	6202115	8	0	0.0
Methylocystis	133	genus	0	19	0	0.0
Spirochaetales	136	order	1890128	1	0	0.0
Spirochaetaceae	137	family	2951269	2	0	0.0
Borrelia	138	genus	1132250	2	0	0.0
