name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium	6	genus	5369772	13	0	0.0
Azorhizobium caulinodans	7	species	5369772	44	0	0.0
Buchnera aphidicola	9	species	597442	20	12	0.0
Cellvibrio	10	genus	4576573	7	0	0.0
Cellulomonas gilvus	11	species	3526441	138	0	0.0
Dictyoglomus	13	genus	1907773	3	0	0.0
Methylophilus	16	genus	0	3	0	0.0
Pelobacter	18	genus	3953506	5	0	0.0
Phenylobacterium	20	genus	4379231	23	0	0.0
Shewanella	22	genus	5140018	36	8	0.0
Shewanella putrefaciens	24	species	4749735	4	0	0.0
Myxococcales	29	order	9744470	244	0	0.0
Myxococcaceae	31	family	9924679	44	0	0.0
Myxococcus	32	genus	9885694	66	0	0.0
Myxococcus fulvus	33	species	10026214	34	0	0.0
Myxococcus xanthus	34	species	9139763	22	0	0.0
Archangiaceae	39	family	10260756	12	0	0.0
Stigmatella	40	genus	10260756	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	39	0	0.0
Archangium	47	genus	0	2	0	0.0
Archangium gephyra	48	species	12489432	1102	759	7.90626e-21
Polyangiaceae	49	family	13907952	19	0	0.0
Chondromyces	50	genus	0	18	0	0.0
Chondromyces crocatus	52	species	11388132	756	525	0.0
Sorangium cellulosum	56	species	13907952	30	0	0.0
Lysobacter	68	genus	0	56	0	0.0
Caulobacter	75	genus	4238499	52	0	0.0
Hyphomicrobium	81	genus	3700497	6	0	0.0
Hyphomonas	85	genus	3705021	7	0	0.0
Leptothrix	88	genus	4909403	120	0	0.0
Gallionella	96	genus	3162471	9	0	0.0
Cyclobacterium marinum	104	species	6221273	2	0	0.0
Runella	105	genus	6919729	4	0	0.0
Spirosoma	107	genus	0	8	0	0.0
Planctomycetales	112	order	6682242	60	0	0.0
Gemmata	113	genus	0	9	0	0.0
Planctomyces	118	genus	0	15	0	0.0
Planctopirus limnophila	120	species	5460085	2	0	0.0
Pirellula	123	genus	6196199	1	0	0.0
Pirellula staleyi	125	species	6196199	1	0	0.0
Planctomycetaceae	126	family	6202115	10	0	0.0
Isosphaera	127	genus	5529304	3	0	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Methylocystis	133	genus	0	20	0	0.0
Spirochaetales	136	order	1890128	14	0	0.0
Spirochaetaceae	137	family	2951269	3	0	0.0
Borrelia	138	genus	1132250	6	0	0.0
Borreliella burgdorferi	139	species	1329613	25	5	0.0
Borrelia hermsii	140	species	1156143	10	0	0.0
Borrelia anserina	143	species	1042690	8	0	0.0
Spirochaeta	146	genus	2772907	2	0	0.0
Spirochaeta thermophila	154	species	2516433	3	0	0.0
Treponema	157	genus	2790333	13	0	0.0
Leptospiraceae	170	family	4702986	4	0	0.0
Leptospira biflexa	172	species	3953768	5	0	0.0
Leptospira interrogans	173	species	5299843	22	19	0.0
Leptospirillum ferrooxidans	180	species	2559538	4	0	0.0
Aquaspirillum	187	genus	0	7	0	0.0
Azospirillum	191	genus	7223069	115	0	0.0
Azospirillum brasilense	192	species	13978806	2643	1012	9.87348e-23
Azospirillum lipoferum	193	species	7223069	101	0	0.0
Campylobacter	194	genus	2183267	10	0	0.0
Campylobacter coli	195	species	1752239	183	41	0.0
Campylobacter fetus	196	species	1876301	9	8	0.0
Campylobacter jejuni	197	species	2543404	128	64	0.0
