name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium	6	genus	5369772	10	0	0.0
Azorhizobium caulinodans	7	species	5369772	9	0	0.0
Buchnera aphidicola	9	species	597442	45	34	0.0
Cellvibrio	10	genus	4576573	5	0	0.0
Cellulomonas gilvus	11	species	3526441	3	0	0.0
Methylophilus	16	genus	0	1	0	0.0
Pelobacter	18	genus	3953506	8	0	0.0
Phenylobacterium	20	genus	4379231	5	0	0.0
Shewanella	22	genus	5140018	23	2	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Myxococcales	29	order	9744470	104	0	0.0
Myxococcaceae	31	family	9924679	9	0	0.0
Myxococcus	32	genus	9885694	25	0	0.0
Myxococcus fulvus	33	species	10026214	9	0	0.0
Myxococcus xanthus	34	species	9139763	10	0	0.0
Archangiaceae	39	family	10260756	3	0	0.0
Stigmatella	40	genus	10260756	3	0	0.0
Stigmatella aurantiaca	41	species	10260756	11	0	0.0
Archangium	47	genus	0	7	0	0.0
Archangium gephyra	48	species	12489432	470	353	0.0
Polyangiaceae	49	family	13907952	8	0	0.0
Chondromyces	50	genus	0	2	0	0.0
Chondromyces crocatus	52	species	11388132	343	257	0.0
Sorangium cellulosum	56	species	13907952	15	0	0.0
Lysobacter	68	genus	0	42	0	0.0
Caulobacter	75	genus	4238499	23	0	0.0
Hyphomicrobium	81	genus	3700497	5	0	0.0
Leptothrix	88	genus	4909403	51	0	0.0
Gallionella	96	genus	3162471	1	0	0.0
Runella	105	genus	6919729	1	0	0.0
Spirosoma	107	genus	0	3	0	0.0
Planctomycetales	112	order	6682242	10	0	0.0
Pirellula staleyi	125	species	6196199	2	0	0.0
Planctomycetaceae	126	family	6202115	8	0	0.0
Isosphaera	127	genus	5529304	3	0	0.0
Isosphaera pallida	128	species	5529304	4	0	0.0
Methylocystis	133	genus	0	6	0	0.0
Spirochaetales	136	order	1890128	3	0	0.0
Spirochaetaceae	137	family	2951269	1	0	0.0
Borrelia	138	genus	1132250	1	0	0.0
Borreliella burgdorferi	139	species	1329613	88	28	0.0
Treponema	157	genus	2790333	4	0	0.0
Treponema succinifaciens	167	species	2897425	2	0	0.0
Leptospira	171	genus	4723963	5	0	0.0
Leptospira interrogans	173	species	5299843	81	74	0.0
Azospirillum	191	genus	7223069	47	0	0.0
Azospirillum brasilense	192	species	13978806	950	408	9.46174e-107
Azospirillum lipoferum	193	species	7223069	29	0	0.0
Campylobacter	194	genus	2183267	9	1	0.0
Campylobacter coli	195	species	1752239	229	82	0
Campylobacter fetus	196	species	1876301	39	34	0.0
Campylobacter jejuni	197	species	2543404	241	124	0
Campylobacter hyointestinalis	198	species	1753331	1	0	0.0
Campylobacter concisus	199	species	2099413	51	41	0.0
Campylobacter curvus	200	species	1971270	3	0	0.0
Campylobacter lari	201	species	1578293	44	2	0.0
Helicobacter	209	genus	1717712	11	0	0.0
Helicobacter pylori	210	species	1702329	231	156	0.0
Achromobacter	222	genus	6745103	125	0	0.0
Alteromonas	226	genus	4594268	11	0	0.0
Brucella	234	genus	4068975	208	141	0.0
Flavobacterium	237	genus	3461015	33	14	0.0
Elizabethkingia meningoseptica	238	species	7877884	207	44	0.0
Chryseobacterium indologenes	253	species	5314748	169	141	0.0
Francisella	262	genus	2722320	2	0	0.0
Francisella tularensis	263	species	2819748	415	372	0.0
Francisella tularensis subsp. novicida	264	subspecies	5888739	71	19	0.0
Paracoccus	265	genus	5054656	13	0	0.0
Paracoccus denitrificans	266	species	5236194	11	0	0.0
Thermus	270	genus	2279019	6	1	0.0
Thermus thermophilus	274	species	2214494	8	0	0.0
Meiothermus ruber	277	species	3097457	2	0	0.0
Xanthobacter	279	genus	5625098	11	0	0.0
Xanthobacter autotrophicus	280	species	5625098	15	0	0.0
Comamonas	283	genus	5695231	23	0	0.0
Comamonas testosteroni	285	species	5695231	77	0	0.0
Pseudomonas	286	genus	6375453	1023	252	0.0
Pseudomonas aeruginosa	287	species	6510903	4110	1063	0.00122176
Pseudoalteromonas atlantica	288	species	5187005	3	0	0.0
Burkholderia cepacia	292	species	7851492	3565	319	1.17695e-06
Pseudomonas fluorescens	294	species	6526868	2727	1146	0.000240146
Pseudomonas fragi	296	species	10253943	732	583	0.000122606
Pseudomonas mendocina	300	species	5293211	15	0	0.0
Pseudomonas putida	303	species	6146834	1707	505	4.7717e-05
Ralstonia solanacearum	305	species	5757294	3303	499	6.72893e-06
Pseudomonas stutzeri	316	species	4548207	911	290	5.8189e-05
Pseudomonas syringae	317	species	8219822	177	43	0.0
Ralstonia pickettii	329	species	5505543	52	0	0.0
Pseudomonas pseudoalcaligenes	330	species	4686340	542	1	0.000183567
