name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	597442	11	9	0.0
Cellvibrio	10	genus	4576573	1	0	0.0
Cellulomonas gilvus	11	species	3526441	1	0	0.0
Phenylobacterium	20	genus	4379231	2	0	0.0
Shewanella	22	genus	5140018	1	0	0.0
Myxococcales	29	order	9744470	6	0	0.0
Myxococcus	32	genus	9885694	3	0	0.0
Myxococcus fulvus	33	species	10026214	2	0	0.0
Stigmatella aurantiaca	41	species	10260756	4	0	0.0
Archangium	47	genus	0	2	0	0.0
Archangium gephyra	48	species	12489432	28	24	0.0
Chondromyces crocatus	52	species	11388132	23	16	0.0
Lysobacter	68	genus	0	3	0	0.0
Caulobacter	75	genus	4238499	1	0	0.0
Hyphomonas	85	genus	3705021	2	0	0.0
Leptothrix	88	genus	4909403	2	0	0.0
Spirochaetales	136	order	1890128	1	0	0.0
Borreliella burgdorferi	139	species	1329613	6	5	0.0
Leptospira interrogans	173	species	5299843	10	8	0.0
Leptospirillum ferrooxidans	180	species	2559538	1	0	0.0
Azospirillum	191	genus	7223069	2	0	0.0
Azospirillum brasilense	192	species	13978806	105	53	0.0
Azospirillum lipoferum	193	species	7223069	3	0	0.0
Campylobacter coli	195	species	1752239	73	21	0.0
Campylobacter fetus	196	species	1876301	7	6	0.0
Campylobacter jejuni	197	species	2543404	77	31	0.0
Campylobacter concisus	199	species	2099413	10	10	0.0
Campylobacter lari	201	species	1578293	22	2	0.0
Helicobacter pylori	210	species	1702329	58	35	0.0
Achromobacter	222	genus	6745103	6	0	0.0
Alteromonas	226	genus	4594268	4	0	0.0
Brucella	234	genus	4068975	29	18	0.0
Flavobacterium	237	genus	3461015	1	0	0.0
Elizabethkingia meningoseptica	238	species	7877884	73	23	0.0
Chryseobacterium indologenes	253	species	5314748	49	39	0.0
Francisella tularensis	263	species	2819748	189	176	0.0
Francisella tularensis subsp. novicida	264	subspecies	5888739	14	0	0.0
Paracoccus	265	genus	5054656	4	0	0.0
Paracoccus denitrificans	266	species	5236194	2	0	0.0
Thermus	270	genus	2279019	3	0	0.0
Thermus thermophilus	274	species	2214494	1	0	0.0
Xanthobacter	279	genus	5625098	6	0	0.0
Comamonas	283	genus	5695231	1	0	0.0
Comamonas testosteroni	285	species	5695231	4	0	0.0
Pseudomonas	286	genus	6375453	89	39	0.0
Pseudomonas aeruginosa	287	species	6510903	223	78	0.0017377
Burkholderia cepacia	292	species	7851492	61	19	0.0
Pseudomonas fluorescens	294	species	6526868	360	151	8.13437e-05
Pseudomonas fragi	296	species	10253943	73	45	0.0
Pseudomonas mendocina	300	species	5293211	5	0	0.0
Pseudomonas putida	303	species	6146834	118	42	0.0
Ralstonia solanacearum	305	species	5757294	193	54	0.0
Pseudomonas stutzeri	316	species	4548207	108	51	0.000122537
Pseudomonas syringae	317	species	8219822	15	6	0.0
Ralstonia pickettii	329	species	5505543	1	0	0.0
Pseudomonas pseudoalcaligenes	330	species	4686340	94	0	0.00129205
Burkholderia glumae	337	species	7333967	7	0	0.0
Xanthomonas	338	genus	13697475	19	5	0.0
Xanthomonas campestris	339	species	7516154	41	22	6.43132e-05
Xanthomonas campestris pv. campestris	340	leaf	14898506	162	27	0.000222145
Xanthomonas translucens	343	species	4638247	1	0	0.0
Xanthomonas citri	346	species	21322173	53	1	0.0
Xanthomonas oryzae	347	species	19634123	25	10	0.0
Azotobacter chroococcum	353	species	5192286	2	0	0.0
Azotobacter vinelandii	354	species	5351632	5	0	0.0
Rhizobiales	356	order	5227128	17	0	0.0
Agrobacterium	357	genus	6422834	1	0	0.0
Agrobacterium tumefaciens	358	species	7273300	39	6	0.0
Agrobacterium rhizogenes	359	species	5114384	36	26	0.0
Bradyrhizobium	374	genus	11894480	9	0	0.0
Bradyrhizobium japonicum	375	species	9207384	99	9	0.0
Bradyrhizobium sp.	376	species	7547693	37	17	0.0
Rhizobium	379	genus	6977474	22	5	0.0
Mesorhizobium loti	381	species	7539018	7	0	0.0
Sinorhizobium meliloti	382	species	7082772	73	36	0.0
Rhizobium leguminosarum	384	species	7129833	33	16	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	23	14	0.0
Rhizobium phaseoli	396	species	87841097	34	2	0.0
Neorhizobium galegae	399	species	6434105	1	0	0.0
Methylobacterium	407	genus	6606092	16	0	0.0
Methylobacterium extorquens	408	species	6163878	39	17	0.0
Acetobacteraceae	433	family	3701149	2	0	0.0
Acetobacter	434	genus	3769016	1	0	0.0
Acetobacter aceti	435	species	3725037	7	6	0.0
Acetobacter pasteurianus	438	species	3769016	65	47	0.0
Gluconobacter oxydans	442	species	3207017	7	7	0.0
Legionellaceae	444	family	6466226	1	0	0.0
Legionella pneumophila	446	species	7270368	73	51	0.0
Legionella hackeliae	449	species	3570857	18	18	0.0
Legionella longbeachae	450	species	4149158	52	19	0.0
Tatlockia micdadei	451	species	9836958	19	3	0.0
Moraxellaceae	468	family	3801396	1	0	0.0
Acinetobacter	469	genus	4000822	4	0	0.0
Acinetobacter baumannii	470	species	3994952	393	227	0.000922576
Acinetobacter calcoaceticus	471	species	8244977	34	12	0
Moraxella	475	genus	1863286	1	0	0.0
Moraxella catarrhalis	480	species	1863286	31	3	0
Neisseria	482	genus	2222002	5	0	0.0
Neisseria gonorrhoeae	485	species	2209297	891	869	0.000656444
Neisseria lactamica	486	species	2220606	9	3	0.0
Neisseria meningitidis	487	species	2222288	36	9	0.0
Neisseria sicca	490	species	2783913	50	39	0.000173303
Psychrobacter	497	genus	2875899	3	0	0.0
