name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Buchnera aphidicola	9	species	597442	10	9	0.0
Phenylobacterium	20	genus	4379231	3	0	0.0
Shewanella	22	genus	5140018	1	0	0.0
Myxococcales	29	order	9744470	6	0	0.0
Myxococcus fulvus	33	species	10026214	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	3	0	0.0
Archangium gephyra	48	species	12489432	24	15	0.0
Chondromyces crocatus	52	species	11388132	15	13	0.0
Lysobacter	68	genus	0	2	0	0.0
Caulobacter	75	genus	4238499	1	0	0.0
Hyphomicrobium	81	genus	3700497	2	0	0.0
Hyphomonas	85	genus	3705021	1	0	0.0
Planctomycetales	112	order	6682242	1	0	0.0
Planctomycetaceae	126	family	6202115	1	0	0.0
Spirochaetales	136	order	1890128	2	0	0.0
Spirochaetaceae	137	family	2951269	2	0	0.0
Borreliella burgdorferi	139	species	1329613	1	0	0.0
Treponema	157	genus	2790333	2	0	0.0
Leptospira interrogans	173	species	5299843	3	3	0.0
Azospirillum	191	genus	7223069	4	0	0.0
Azospirillum brasilense	192	species	13978806	40	18	0.0
Azospirillum lipoferum	193	species	7223069	2	0	0.0
Campylobacter	194	genus	2183267	1	0	0.0
Campylobacter coli	195	species	1752239	38	13	0.0
Campylobacter fetus	196	species	1876301	4	3	0.0
Campylobacter jejuni	197	species	2543404	28	12	0.0
Campylobacter concisus	199	species	2099413	6	5	0.0
Campylobacter lari	201	species	1578293	12	1	0.0
Helicobacter pylori	210	species	1702329	23	15	0.0
Achromobacter	222	genus	6745103	1	0	0.0
Brucella	234	genus	4068975	16	10	0.0
Brucella abortus	235	species	3283421	1	1	0.0
Elizabethkingia meningoseptica	238	species	7877884	32	4	0.0
Chryseobacterium indologenes	253	species	5314748	24	18	0.0
Francisella	262	genus	2722320	2	0	0.0
Francisella tularensis	263	species	2819748	101	95	0.0
Francisella tularensis subsp. novicida	264	subspecies	5888739	2	0	0.0
Paracoccus	265	genus	5054656	3	0	0.0
Paracoccus denitrificans	266	species	5236194	4	0	0.0
Thermus	270	genus	2279019	1	0	0.0
Xanthobacter	279	genus	5625098	6	0	0.0
Xanthobacter autotrophicus	280	species	5625098	1	0	0.0
Comamonas testosteroni	285	species	5695231	2	0	0.0
Pseudomonas	286	genus	6375453	40	16	0.0
Pseudomonas aeruginosa	287	species	6510903	149	50	0
Burkholderia cepacia	292	species	7851492	42	8	0.0
Pseudomonas fluorescens	294	species	6526868	225	96	3.60667e-49
Pseudomonas fragi	296	species	10253943	29	22	0.000110478
Pseudomonas mendocina	300	species	5293211	1	0	0.0
Pseudomonas putida	303	species	6146834	60	18	0.0
Ralstonia solanacearum	305	species	5757294	125	25	0.0
Pseudomonas stutzeri	316	species	4548207	51	25	0.000137399
