name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Buchnera aphidicola	9	species	597442	1	1	0.0
Myxococcales	29	order	9744470	4	0	0.0
Myxococcaceae	31	family	9924679	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	1	0	0.0
Archangium gephyra	48	species	12489432	22	18	0.0
Chondromyces crocatus	52	species	11388132	10	9	0.0
Lysobacter	68	genus	0	2	0	0.0
Caulobacter	75	genus	4238499	1	0	0.0
Leptothrix	88	genus	4909403	3	0	0.0
Planctomyces	118	genus	0	3	0	0.0
Planctopirus limnophila	120	species	5460085	1	0	0.0
Planctomycetaceae	126	family	6202115	1	0	0.0
Spirochaetaceae	137	family	2951269	3	0	0.0
Borreliella burgdorferi	139	species	1329613	6	2	0.0
Leptospira biflexa	172	species	3953768	1	0	0.0
Leptospira interrogans	173	species	5299843	7	7	0.0
Azospirillum	191	genus	7223069	3	0	0.0
Azospirillum brasilense	192	species	13978806	39	16	0.0
Azospirillum lipoferum	193	species	7223069	2	0	0.0
Campylobacter	194	genus	2183267	4	0	0.0
Campylobacter coli	195	species	1752239	8	3	0.0
Campylobacter fetus	196	species	1876301	1	1	0.0
Campylobacter jejuni	197	species	2543404	21	6	0.0
Campylobacter concisus	199	species	2099413	3	2	0.0
Campylobacter lari	201	species	1578293	3	0	0.0
Helicobacter pylori	210	species	1702329	8	5	0.0
Achromobacter	222	genus	6745103	7	0	0.0
Brucella	234	genus	4068975	5	1	0.0
Elizabethkingia meningoseptica	238	species	7877884	16	4	0.0
Chryseobacterium indologenes	253	species	5314748	12	7	0.0
Francisella tularensis	263	species	2819748	26	25	0.0
Francisella tularensis subsp. novicida	264	subspecies	5888739	2	1	0.0
Paracoccus	265	genus	5054656	4	0	0.0
Paracoccus denitrificans	266	species	5236194	1	0	0.0
Thermus	270	genus	2279019	1	0	0.0
Thermus thermophilus	274	species	2214494	1	0	0.0
Comamonas testosteroni	285	species	5695231	5	0	0.0
Pseudomonas	286	genus	6375453	73	29	0.0
Pseudomonas aeruginosa	287	species	6510903	257	46	0.00165068
Burkholderia cepacia	292	species	7851492	170	18	0
Pseudomonas fluorescens	294	species	6526868	868	315	0.000787479
Pseudomonas fragi	296	species	10253943	29	17	0
Pseudomonas putida	303	species	6146834	111	32	0
Ralstonia solanacearum	305	species	5757294	197	30	6.6179e-05
Pseudomonas stutzeri	316	species	4548207	93	21	0.000306551
Pseudomonas syringae	317	species	8219822	13	2	0.0
Ralstonia pickettii	329	species	5505543	7	0	0.0
Pseudomonas pseudoalcaligenes	330	species	4686340	48	1	0.000324357
Burkholderia glumae	337	species	7333967	5	0	0.0
Xanthomonas	338	genus	13697475	13	5	0.0
Xanthomonas campestris	339	species	7516154	52	31	0.000397842
Xanthomonas campestris pv. campestris	340	leaf	14898506	439	51	0.00129385
Xanthomonas translucens	343	species	4638247	1	0	0.0
Xanthomonas citri	346	species	21322173	37	2	0.0
Xanthomonas oryzae	347	species	19634123	29	13	0.0
Azotobacter	352	genus	5311796	1	0	0.0
Azotobacter chroococcum	353	species	5192286	4	0	0.0
Azotobacter vinelandii	354	species	5351632	4	0	0.0
Rhizobiales	356	order	5227128	14	0	0.0
Agrobacterium	357	genus	6422834	1	0	0.0
Agrobacterium tumefaciens	358	species	7273300	29	6	0
