name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	180	112	0.0
Buchnera aphidicola	9	species	619958	31	22	0.0
Cellulomonas gilvus	11	species	3526441	96	62	0.0
Methylophilus	16	genus	0	2	0	0.0
Pelobacter	18	genus	0	2	0	0.0
Pelobacter carbinolicus	19	species	3665893	12	8	0.0
Phenylobacterium	20	genus	0	5	0	0.0
Shewanella	22	genus	0	5	2	0.0
Shewanella putrefaciens	24	species	4749735	23	12	1.05394e-05
Myxococcales	29	order	0	37	0	0.0
Myxococcaceae	31	family	0	6	0	0.0
Myxococcus	32	genus	0	10	0	0.0
Myxococcus fulvus	33	species	10026214	337	178	0.0
Myxococcus xanthus	34	species	9139763	128	53	0.0
Cystobacteraceae	39	family	0	5	0	0.0
Stigmatella aurantiaca	41	species	10260756	121	73	0.0
Archangium	47	genus	0	1	0	0.0
Archangium gephyra	48	species	12489432	198	120	0.0
Polyangiaceae	49	family	0	4	0	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	151	117	0.0
Sorangium cellulosum	56	species	13907952	437	334	0.0
Lysobacter	68	genus	0	18	0	0.0
Caulobacter	75	genus	0	20	0	0.0
Hyphomicrobium	81	genus	0	4	0	0.0
Hyphomonas	85	genus	0	2	0	0.0
Leptothrix	88	genus	0	24	0	0.0
Cyclobacterium marinum	104	species	6221273	16	11	0.0
Runella slithyformis	106	species	6919729	31	25	4.83342e-06
Planctomycetales	112	order	0	4	0	0.0
Planctomyces	118	genus	0	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	15	8	0.0
Planctopirus limnophila	120	species	5460085	20	13	0.0
Pirellula staleyi	125	species	6196199	48	37	0.0
Planctomycetaceae	126	family	0	2	0	0.0
Isosphaera pallida	128	species	5529304	22	14	0.0
Methylocystis	133	genus	0	3	0	0.0
Spirochaetales	136	order	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	1	0	0.0
Borrelia hermsii	140	species	1156143	1	1	0.0
