name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Nitrosomonas ureae	44577	species	3307820	3	1	0.0
Sulfurospirillum barnesii	44674	species	2510109	1	1	0.0
Desulfovibrio fairfieldensis	44742	species	3699310	9	7	0.0
Natronobacterium gregoryi	44930	species	3788356	7	2	0.0
Capnocytophaga haemolytica	45243	species	2688484	3	3	0.0
Mycoplasma bovoculi	45362	species	760240	1	1	0.0
Psychrobacter urativorans	45610	species	2931580	5	2	0.0
Streptococcus cristatus	45634	species	2142100	22	16	0
Vibrio scophthalmi	45658	species	9728927	5	1	0.0
Desulfohalobium retbaense	45663	species	2909567	6	5	0.0
Staphylococcus pasteuri	45972	species	2559946	361	228	0.000416542
Autographa californica nucleopolyhedrovirus	46015	leaf	133894	1	0	0.00116639
Paramecium bursaria Chlorella virus NY2A	46021	species	368683	1	0	0.0
Anabaena sp. 90	46234	species	5305675	4	3	0.0
Thermoanaerobacter wiegelii	46354	species	2785056	12	6	0.0
Spirochaeta africana	46355	species	3285855	3	2	0.0
Sphingobium chlorophenolicum	46429	species	4573221	54	17	1.35467e-72
Borrelia miyamotoi	47466	species	922629	1	0	0.0
Lactobacillus rhamnosus	47715	species	3484485	6	6	0.0
Bibersteinia trehalosi	47735	species	2411529	10	9	0.0
Streptomyces lydicus	47763	species	8750753	109	75	0.0
Spiroplasma kunkelii	47834	species	1514561	3	1	0.0
Micromonospora aurantiaca	47850	species	7025559	75	27	0.0
Pseudomonas azotoformans	47878	species	6859618	33522	18088	0.0131065
Pseudomonas corrugata	47879	species	6124363	2438	1634	7.59889e-05
Pseudomonas fulva	47880	species	4920769	593	370	7.20888e-05
Pseudomonas oryzihabitans	47885	species	4834356	499	388	0.000109288
Serratia fonticola	47917	species	12326310	38	12	0.0
Acinetobacter pittii	48296	species	6018266	304	244	0.00103452
Xanthomonas fragariae	48664	species	8565300	79	44	0.0
Ralstonia	48736	genus	0	47	0	0.0
Novosphingobium aromaticivorans	48935	species	4233314	62	40	3.88496e-05
Candidatus Arthromitus sp. SFB-mouse	49118	species	1603201	2	0	0.0
Rubrobacter xylanophilus	49319	species	3225748	42	36	0.0
Desulfitobacterium hafniense	49338	species	5503334	7	7	0.0
Flavobacteriaceae	49546	family	0	5	4	0.0
Syntrophobotulus glycolicus	51197	species	3406739	4	4	0.0
Wigglesworthia glossinidia	51229	species	711269	5	5	0.0
Mycoplasma yeatsii	51365	species	895051	3	3	0.0
Haloarcula hispanica	51589	species	3895750	4	1	0.0
Pediococcus damnosus	51663	species	11570178	3	1	0
Aerococcus urinaeequi	51665	species	4067667	17	12	0
Tetragenococcus halophilus	51669	species	2476095	10	2	3.94218e-90
Meiothermus silvanus	52022	species	3721669	9	7	0.0
Prevotella dentalis	52227	species	3350206	27	24	4.90411e-05
Lactobacillus gallinarum	52242	species	2374782	14	3	0.000130089
Brachyspira pilosicoli	52584	species	2635825	16	12	0.0
Caldicellulosiruptor kristjanssonii	52765	species	2802443	3	3	0.0
Caldicellulosiruptor lactoaceticus	52766	species	2674809	6	4	0.0
Actinomyces meyeri	52773	species	2049088	17	13	0.0
Polaromonas	52972	genus	0	2	0	0.0
Desulfocapsa	53318	genus	0	1	0	0.0
Pantoea	53335	genus	0	13	0	0.0
Enterococcus durans	53345	species	6143683	14	7	8.55298e-75
Enterococcus mundtii	53346	species	3351060	8	6	0.0
Intrasporangium calvum	53358	species	4024382	85	67	4.08256e-05
Hyphomicrobium denitrificans	53399	species	3723828	28	25	0.0
Pseudomonas citronellolis	53408	species	14631203	1672	1058	2.3164e-05
Pseudomonas resinovorans	53412	species	6484828	1037	531	2.71681e-05
Xanthomonas axonopodis	53413	species	5343358	158	27	0
Nocardiopsis alba	53437	species	5848211	49	33	0.0
Lactobacillus lindneri	53444	species	2842174	4	4	0.0
Nakamurella multipartita	53461	species	6060298	51	35	0.0
Acidimicrobium ferrooxidans	53635	species	2158157	4	4	0.0
Octadecabacter arcticus	53946	species	5478249	10	7	0.0
Thermococcus peptonophilus	53952	species	1896106	1	0	0.0
Pyrococcus horikoshii	53953	species	1738505	4	3	0.0
Methanolacinia petrolearia	54120	species	2843290	3	3	0.0
Ferroglobus placidus	54261	species	2196266	1	1	0.0
Raoultella ornithinolytica	54291	species	13911666	86	54	3.58334e-05
Chroococcidiopsis thermalis	54299	species	6689401	7	3	0.0
Pleurocapsa minor	54308	species	4986817	3	0	0.0
Streptomyces venezuelae	54571	species	18089227	43	23	0.0
Salmonella bongori	54736	species	4542714	4	1	0
Deinococcus proteolyticus	55148	species	2886836	14	6	0.0
Flavobacterium branchiophilum	55197	species	3563292	41	36	0.0
Caldicellulosiruptor owensensis	55205	species	2428903	6	3	0.0
Pectobacterium wasabiae	55208	species	5043228	26	9	0.0
Janthinobacterium agaricidamnosum	55508	species	5949001	129	80	1.43185e-83
Magnetospirillum gryphiswaldense	55518	species	4365796	27	21	0.0
Dehalobacter restrictus	55583	species	2943336	1	1	0.0
Vibrio anguillarum	55601	species	5628663	5	3	0.0
Bartonella clarridgeiae	56426	species	1522743	1	1	0.0
Xanthomonas sacchari	56458	species	5006106	175	92	0
Rhizobium gallicum	56730	species	7311190	34	16	0.0
Shewanella frigidimarina	56812	species	4845257	4	4	0.0
Thermus oshimai	56957	species	2401329	7	2	0.0
Psychroflexus torquis	57029	species	4321832	7	6	0.0
Kocuria	57493	genus	0	4	0	0.0
Halomicrobium mukohataei	57705	species	3332349	16	14	0.0
Burkholderia thailandensis	57975	species	9210179	251	99	5.20584e-05
Colwellia sp. MT41	58049	species	4337945	1	1	0.0
Desulfotomaculum kuznetsovii	58135	species	3601386	5	1	0.0
Desulfotomaculum acetoxidans	58138	species	4545624	8	7	0.0
Desulfovibrio alaskensis	58180	species	3730232	15	5	0.0
Blastochloris	59282	genus	0	1	0	0.0
Streptococcus macedonicus	59310	species	2142762	8	2	0.0
Actinotignum schaalii	59505	species	2159306	8	4	0.0
Cellulophaga algicola	59600	species	4888353	9	4	0.0
Candidatus Phytoplasma australiense	59748	species	919869	2	2	0.0
Alcanivorax	59753	genus	0	5	0	0.0
Alcanivorax borkumensis	59754	species	3120143	14	1	0.0
Paenibacillus peoriae	59893	species	6219815	3	1	0.0
Cyanobium gracile	59930	species	3342364	30	26	0.0
Shewanella violacea	60217	species	4962103	3	3	0.0
Shewanella amazonensis	60478	species	4306142	13	7	0.0
Shewanella sp. MR-4	60480	species	4706287	10	0	0.0
Shewanella sp. MR-7	60481	species	4799109	13	6	0.0
Lactobacillus paraplantarum	60520	species	3139729	2	2	0.0
Burkholderia pyrrocinia	60550	species	7961346	97	36	0.0
Burkholderia vietnamiensis	60552	species	14209387	188	65	0.000252137
Halogeometricum borinquense	60847	species	3944467	9	8	0.0
Phaeobacter gallaeciensis	60890	species	4300940	103	66	3.82033e-05
Desulfobacca acetoxidans	60893	species	3282536	2	1	0.0
Sanguibacter	60919	genus	0	3	0	0.0
Sanguibacter keddieii	60920	species	4253413	58	42	1.64789e-36
Shewanella woodyi	60961	species	5935403	6	3	0.0
Dehalococcoides mccartyi	61435	species	1417114	3	3	0.0
Paenibacillus mucilaginosus	61624	species	8740689	27	13	0.0
Acholeplasma brassicae	61635	species	1877792	1	1	0.0
Enterobacter asburiae	61645	species	6470569	98	55	0.000169263
Lelliottia amnigena	61646	species	4616371	12	5	0
Pluralibacter gergoviae	61647	species	5489680	86	58	0.0
Kluyvera intermedia	61648	species	6166452	76	20	2.68867e-05
Serratia rubidaea	61652	species	4922834	37	22	0.0
Acidiphilium multivorum	62140	species	4214744	44	3	0.0
Haloterrigena turkmenica	62320	species	5440782	9	7	0.0
Shewanella baltica	62322	species	5379488	26	23	0.0
Azoarcus sp. BH72	62928	species	4376040	117	14	0.0
Acinetobacter sp. ADP1	62977	species	3598621	71	62	4.56595e-05
Zobellia galactanivorans	63186	species	5521712	2	2	0.0
Sodalis glossinidius	63612	species	4292502	16	14	0.0
Sideroxydans lithotrophicus	63745	species	3003656	17	13	0.0
Desulfurobacterium thermolithotrophum	64160	species	1541968	2	1	0.0
Streptococcus phage Sfi21	64186	species	40739	4	2	0.0
Synechococcus sp. CC9311	64471	species	2606748	7	7	0.0
Borreliella	64895	genus	0	2	0	0.0
Borreliella bissettii	64897	species	1403443	4	3	0.0
Mitsuaria	65047	genus	0	3	0	0.0
Corynebacterium ulcerans	65058	species	4175194	15	12	0.0
Cyanothece sp. PCC 7424	65393	species	6554169	3	2	0.0
Sulfurospirillum deleyianum	65553	species	2306351	3	3	0.0
Pseudomonas knackmussii	65741	species	6162905	777	347	0
Lachnoclostridium phytofermentans	66219	species	4847594	3	3	0.0
Sulfurospirillum multivorans	66821	species	3175729	3	0	0.0
Edwardsiella ictaluri	67780	species	3812301	33	15	0.0
Citrobacter rodentium	67825	species	5444283	23	11	0.0
Actinobacillus succinogenes	67854	species	2319663	10	10	0.0
Streptomyces cyaneogriseus	68192	species	7762396	61	23	0.0
Streptomyces fulvissimus	68202	species	7905758	49	31	0.0
Streptomyces griseochromogenes	68214	species	10764674	55	37	0.0
Streptomyces pactum	68249	species	8180260	60	29	0.0
Streptomyces violaceusniger	68280	species	11138313	62	41	0.0
Mesorhizobium	68287	genus	0	3	0	0.0
Streptomyces albulus	68570	species	9578489	56	31	0.0
Cupriavidus basilensis	68895	species	8421483	101	60	1.95479e-05
Deinococcus geothermalis	68909	species	3247018	36	31	0.000205838
Thermales	68933	order	0	1	0	0.0
Phyllobacteriaceae	69277	family	0	3	0	0.0
Pseudomonas sp. VLB120	69328	species	5966222	817	493	8.75703e-05
Caulobacter henricii	69395	species	3957288	43	23	0.0
Petrotoga mobilis	69499	species	2169548	4	4	0.0
Natrinema pellirubrum	69525	species	4354100	8	4	0.0
Desulfuromonadales	69541	order	0	5	0	0.0
Selenomonas sputigena	69823	species	2568361	5	0	0.0
Macrococcus caseolyticus	69966	species	2219737	10	10	0.0
Staphylococcus condimenti	70255	species	2659676	17	10	0.0
Frateuria	70411	genus	0	1	0	0.0
Pseudomonas plecoglossicida	70775	species	6233254	1374	432	2.96084e-05
Shewanella oneidensis	70863	species	5131424	23	15	3.20179e-05
Shewanella pealeana	70864	species	5174581	1	1	0.0
Mesorhizobium amorphae	71433	species	7343952	71	31	0.0
Waddlia chondrophila	71667	species	2131905	1	0	0.0
Kocuria palustris	71999	species	2854447	132	103	0.000811048
Kocuria rhizophila	72000	species	2697540	90	71	0.0
Citromicrobium	72173	genus	0	1	0	0.0
Pseudomonadales	72274	order	0	20	0	0.0
Alteromonadaceae	72275	family	0	3	0	0.0
Ectothiorhodospiraceae	72276	family	0	7	0	0.0
Streptococcus phage Sfi19	72638	species	37370	10	7	0.0
Thiocystis violascens	73141	species	5017071	14	8	0.0
Methanocaldococcus vulcanius	73913	species	1761737	2	2	0.0
Thermaerobacter marianensis	73919	species	2844696	22	17	0.0
Photobacterium profundum	74109	species	6403280	5	5	0.0
Brevundimonas subvibrioides	74313	species	3445263	76	59	0.0
Maricaulis maris	74318	species	3368780	14	9	0.0
Frankiaceae	74712	family	0	3	0	0.0
Pseudomonas balearica	74829	species	4383480	287	152	2.18089e-79
Paraburkholderia caribensis	75105	species	13917408	153	98	0.0
Rhodanobacter	75309	genus	0	2	0	0.0
Pseudomonas mandelii	75612	species	7188564	5383	3126	0.00109237
Oxalobacteraceae	75682	family	0	8	0	0.0
Castellaniella defragrans	75697	species	3952818	982	681	0.00167543
Rhodocyclaceae	75787	family	0	30	0	0.0
Thermocrinis ruber	75906	species	1521037	2	2	0.0
Mannheimia haemolytica	75985	species	2934797	7	5	0.0
Prevotella enoeca	76123	species	2861432	4	4	0.0
Campylobacter hominis	76517	species	1714951	2	2	0.0
Cellulophaga baltica	76594	species	4597822	17	10	0.0
Roseateles depolymerans	76731	species	5681722	177	126	5.7877e-05
Pseudomonas monteilii	76759	species	5553188	1966	525	3.37059e-05
Myroides odoratimimus	76832	species	4457748	18	1	0.0
Solibacillus silvestris	76853	species	3987727	3	3	0.0
Streptococcus constellatus	76860	species	1954077	10	4	0.0
Caulobacteraceae	76892	family	0	8	0	0.0
Helicobacter typhlonius	76936	species	1920832	1	1	0.0
Wolbachia endosymbiont of Onchocerca volvulus	77551	species	960618	1	0	0.0
Parascardovia denticolens	78258	species	1890857	4	4	0.0
Pseudomonas mosselii	78327	species	6247860	1671	849	5.87035e-05
Mycobacterium canettii	78331	species	4482059	28	0	0.0
Streptococcus phage Sfi11	78541	species	39807	2	0	0.0
Asticcacaulis excentricus	78587	species	4308776	25	19	0.0
Desulfosporosinus meridiei	79209	species	4873567	6	6	0.0
Chitinophaga pinensis	79329	species	9127347	11	8	0.0
Denitrobacterium detoxificans	79604	species	2446250	1	1	0.0
Bacillus pseudofirmus	79885	species	4249248	23	15	0
Erwinia pyrifoliae	79967	species	4072846	21	1	0.0
Equid herpesvirus 3	80341	species	151601	1	0	0.0
Thioflavicoccus mobilis	80679	species	4137521	20	13	0.0
Haliangium ochraceum	80816	species	9446314	44	40	0.0
Burkholderiales	80840	order	0	132	1	0.0
Herbaspirillum rubrisubalbicans	80842	species	5611261	116	76	0
Aliivibrio wodanis	80852	species	4635126	9	6	0.0
Moritella viscosa	80854	species	5093989	5	4	0.0
Comamonadaceae	80864	family	0	66	6	0.0
Delftia	80865	genus	0	16	0	0.0
Delftia acidovorans	80866	species	6767514	268	93	0.000312729
Acidovorax avenae	80867	species	5482170	170	55	0
Acidovorax citrulli	80869	species	5352772	203	81	0
Treponema brennaborense	81028	species	3055580	1	1	0.0
Hyphomonas neptunium	81032	species	3705021	37	21	0.0
Thermanaerovibrio acidaminovorans	81462	species	1848474	1	1	0.0
Frateuria aurantia	81475	species	3603458	73	49	0.0
Methylovorus	81682	genus	0	2	0	0.0
Picrophilus torridus	82076	species	1545895	1	1	0.0
Rhizobiaceae	82115	family	0	3	0	0.0
Cupriavidus gilardii	82541	species	5578743	128	83	0.00020677
Pseudanabaena sp. PCC 7367	82654	species	4885680	19	9	0.0
Obesumbacterium proteus	82983	species	5011796	31	11	0.0
Pragia fontium	82985	species	4094629	6	5	0.0
Serratia plymuthica	82996	species	6554843	173	68	8.10268e-322
Lactococcus phage P008	83129	species	28538	3	2	0.0
Mycobacterium immunogenum	83262	species	11178626	38	9	2.09343e-05
Aminobacter aminovorans	83263	species	6890726	62	47	0.0
gamma proteobacterium HdN1	83406	species	4587455	25	15	0.0
Myxococcus stipitatus	83455	species	10350586	58	35	0.0
Corallococcus	83461	genus	0	1	0	0.0
Parachlamydia acanthamoebae	83552	species	3072383	2	0	0.0
Chlamydia psittaci	83554	species	1253830	3	0	0.0
Chlamydia abortus	83555	species	2288889	3	0	0.0
Chlamydia caviae	83557	species	1181356	1	0	0.0
Chlamydia pneumoniae	83558	species	2460618	2	0	0.0
Chlamydia muridarum	83560	species	1503632	2	0	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	87	29	2.24299e-07
Pseudoxanthomonas	83618	genus	0	5	0	0.0
Leclercia adecarboxylata	83655	species	4803917	109	84	0.000487775
Nocardiopsaceae	83676	family	0	2	0	0.0
Kineosporiaceae	83778	family	0	5	0	0.0
Methanocorpusculum labreanum	83984	species	1804962	1	1	0.0
Methanoculleus bourgensis	83986	species	2789774	2	0	0.0
Clostridium aceticum	84022	species	4207037	6	5	0.0
Clostridium autoethanogenum	84023	species	8704651	5	0	0.0
Slackia heliotrinireducens	84110	species	3165038	13	11	0.0
Eggerthella lenta	84112	species	3632260	10	4	0.0
Magnetospirillum magneticum	84159	species	4967148	32	15	0.0
Cryptobacterium curtum	84163	species	1617804	2	1	0.0
Microbacterium chocolatum	84292	species	3168630	45	37	5.25874e-05
Brachyspira intermedia	84377	species	3308048	8	5	0.0
Brachyspira murdochii	84378	species	3241804	4	2	0.0
Hippea maritima	84405	species	1694430	1	0	0.0
Lysobacter antibioticus	84531	species	11681564	183	117	0.0
Sodalis	84565	genus	0	3	0	0.0
Pedobacter	84567	genus	0	1	0	0.0
Synechococcus sp. WH 8102	84588	species	2434428	2	0	0.0
Gordonia polyisoprenivorans	84595	species	5844299	109	75	0.000296621
Aeromonadaceae	84642	family	0	8	0	0.0
Beutenbergia cavernae	84757	species	4669183	63	51	0.0
Desulfotalea psychrophila	84980	species	3659634	4	4	0.0
Acidimicrobiaceae	84994	family	0	1	0	0.0
Rubrobacterales	84996	order	0	1	0	0.0
Coriobacteriia	84998	class	0	2	0	0.0
Coriobacteriales	84999	order	0	1	0	0.0
Bifidobacteriales	85004	order	0	1	0	0.0
Micrococcales	85006	order	0	18	0	0.0
Corynebacteriales	85007	order	0	11	0	0.0
Propionibacteriales	85009	order	0	2	0	0.0
Pseudonocardiales	85010	order	0	1	0	0.0
Streptomycetales	85011	order	0	4	0	0.0
Streptosporangiales	85012	order	0	3	0	0.0
Nocardioidaceae	85015	family	0	12	0	0.0
Cellulomonadaceae	85016	family	0	2	0	0.0
Promicromonosporaceae	85017	family	0	1	0	0.0
Dermabacteraceae	85020	family	0	3	0	0.0
Intrasporangiaceae	85021	family	0	4	0	0.0
Microbacteriaceae	85023	family	0	6	0	0.0
Nocardiaceae	85025	family	0	10	0	0.0
Gordoniaceae	85026	family	0	1	0	0.0
Geodermatophilaceae	85030	family	0	3	0	0.0
Nakamurellaceae	85031	family	0	3	0	0.0
Pseudarthrobacter chlorophenolicus	85085	species	4980870	44	17	0.0
Streptococcus phage O1205	85154	species	43075	1	0	0.0
Mannheimia varigena	85404	species	2201818	8	6	0.0
Bosea	85413	genus	0	1	0	0.0
Thauera sp. MZ1T	85643	species	4574586	189	120	0.000574645
[Bacillus] selenitireducens	85683	species	3592487	3	3	4.57337e-05
Achromobacter xylosoxidans	85698	species	9063264	739	393	0
Thermacetogenium phaeum	85874	species	2939057	1	1	0.0
endosymbiont of Acanthamoeba sp. UWC8	86106	species	1615277	3	2	0.0
Saccharophagus degradans	86304	species	5057531	2	1	0.0
Methanoculleus sp. MAB1	86622	species	2859299	6	2	0.0
Mycoplasma dispar	86660	species	1084449	2	2	0.0
Bacillus weihenstephanensis	86662	species	5740546	8	5	0.0
Bacillus halodurans	86665	species	4202352	3	0	0.0
Aerococcus christensenii	87541	species	1634920	7	4	0.0
Burkholderia multivorans	87883	species	13696114	309	154	9.03306e-05
Treponema primitia	88058	species	4059867	6	6	0.0
Caulobacter segnis	88688	species	4655622	86	61	0.0
Corynebacterium terpenotabidum	89154	species	2751233	26	21	0.0
Ruegeria pomeroyi	89184	species	4601048	58	42	0.0
Hymenobacter	89966	genus	0	1	0	0.0
Streptococcus phage DT1	90410	species	34815	30	17	0.0269688
Enterobacterales	91347	order	0	17	0	0.0
Candidatus Portiera aleyrodidarum	91844	species	591920	1	1	0.0
Asaia bogorensis	91915	species	3198265	12	8	0.0
Thioalkalimicrobium	92244	genus	0	1	0	0.0
Thioalkalimicrobium aerophilum	92245	species	2158359	5	1	0.0
[Brevibacterium] flavum	92706	species	3339820	12	0	0.0
Ketogulonicigenium vulgare	92945	species	5302341	35	20	0.0
Pandoraea	93217	genus	0	4	2	0.0
Pandoraea apista	93218	species	16769721	131	33	0.0
Pandoraea norimbergensis	93219	species	6167370	91	73	0.0
Pandoraea pnomenusa	93220	species	11008666	82	46	0
Pandoraea pulmonicola	93221	species	5867621	57	26	0.0
Pandoraea sputorum	93222	species	5751958	51	21	0.0
Edwardsiella hoshinae	93378	species	3811650	7	2	0.0
Fervidobacterium pennivorans	93466	species	2114116	3	2	0.0
Roseateles	93681	genus	0	2	0	0.0
Thermotoga petrophila	93929	species	1823511	1	0	0.0
Thermotoga naphthophila	93930	species	1809823	1	0	0.0
Shewanella sp. ANA-3	94122	species	5251146	29	11	0.0
Ramlibacter tataouinensis	94132	species	4493411	329	214	0.0
Dyadobacter fermentans	94254	species	6967790	15	13	0.0
Bordetella petrii	94624	species	5287950	402	93	6.59709e-05
Burkholderia stabilis	95485	species	8527947	155	41	2.32755e-05
Burkholderia cenocepacia	95486	species	15410767	646	220	9.31458e-83
Flavobacterium psychrophilum	96345	species	7603866	92	71	0.00015125
Ruegeria	97050	genus	0	4	0	0.0
Halobacteriovorax marinus	97084	species	3437906	6	6	0.0
Ferroplasma acidarmanus	97393	species	1935211	1	1	0.0
Lactobacillus mucosae	97478	species	2434610	3	3	0.0
Bacillus sp. OxB-1	98228	species	3594618	5	1	0.0
Calothrix sp. PCC 7507	99598	species	7023215	13	8	0.0
Chloroherpeton thalassium	100716	species	3293456	5	1	0.0
Wolbachia endosymbiont of Onchocerca ochengi	100901	species	957990	1	0	0.0
Methanomethylovorans hollandica	101192	species	2714013	1	1	0.0
Aequorivita sublithincola	101385	species	3520671	10	7	0.0
Burkholderia ubonensis	101571	species	22281372	424	226	0
Stanieria cyanosphaera	102116	species	5544990	6	4	0.0
Desulfotomaculum gibsoniae	102134	species	4855529	3	2	0.0
