name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium	6	genus	0	9	0	0.0
Azorhizobium caulinodans	7	species	5369772	285	151	0.0
Buchnera aphidicola	9	species	619958	86	66	0.0
Cellulomonas gilvus	11	species	3526441	163	93	0
Dictyoglomus thermophilum	14	species	1959987	15	7	0.0
Methylophilus	16	genus	0	2	0	0.0
Pelobacter carbinolicus	19	species	3665893	28	13	0.0
Phenylobacterium	20	genus	0	7	0	0.0
Shewanella	22	genus	0	5	2	0.0
Shewanella putrefaciens	24	species	4749735	50	26	2.89483e-06
Myxococcales	29	order	0	70	0	0.0
Myxococcaceae	31	family	0	12	0	0.0
Myxococcus	32	genus	0	29	0	0.0
Myxococcus fulvus	33	species	10026214	727	378	0.0
Myxococcus xanthus	34	species	9139763	290	118	0.0
Cystobacteraceae	39	family	0	9	0	0.0
Stigmatella	40	genus	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	303	189	0.0
Archangium	47	genus	0	5	0	0.0
Archangium gephyra	48	species	12489432	439	301	0.0
Polyangiaceae	49	family	0	12	0	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	293	212	0.0
Sorangium cellulosum	56	species	13907952	826	592	8.65943e-07
Lysobacter	68	genus	0	28	0	0.0
Caulobacter	75	genus	0	24	0	0.0
Hyphomicrobium	81	genus	0	7	0	0.0
Hyphomonas	85	genus	0	1	0	0.0
Leptothrix	88	genus	0	60	0	0.0
Gallionella	96	genus	0	2	0	0.0
Cyclobacterium marinum	104	species	6221273	54	33	0.0
Runella slithyformis	106	species	6919729	87	72	0.0
Spirosoma	107	genus	0	1	0	0.0
Planctomycetales	112	order	0	3	0	0.0
Planctomyces	118	genus	0	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	53	45	0.0
Planctopirus limnophila	120	species	5460085	56	48	0.0
Pirellula staleyi	125	species	6196199	123	104	0.0
Isosphaera pallida	128	species	5529304	85	59	0.0
Methylocystis	133	genus	0	1	0	0.0
Spirochaetales	136	order	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	33	23	0.0
Borrelia hermsii	140	species	1156143	9	9	0.0
Borrelia parkeri	141	species	1030684	10	8	0.0
Borrelia turicatae	142	species	917330	4	2	0.0
Spirochaeta thermophila	154	species	2516433	47	33	0.0
Treponema	157	genus	0	4	0	0.0
Treponema denticola	158	species	2843201	25	22	0.0
Brachyspira hyodysenteriae	159	species	3055339	40	32	0.0
Treponema succinifaciens	167	species	2897425	24	15	0.0
Leptospira	171	genus	0	5	0	0.0
Leptospira biflexa	172	species	3953768	29	29	0.0
Leptospira interrogans	173	species	5395453	63	60	0.0
Leptospira borgpetersenii	174	species	3948532	15	12	0.0
Leptospirillum ferrooxidans	180	species	2559538	18	15	0.0
Azospirillum	191	genus	0	43	0	0.0
Azospirillum brasilense	192	species	13978806	801	507	1.87903e-74
Azospirillum lipoferum	193	species	7223069	887	442	2.77873e-06
Campylobacter	194	genus	0	1	0	0.0
Campylobacter coli	195	species	5104439	71	35	0
Campylobacter fetus	196	species	1876301	25	17	0.0
Campylobacter jejuni	197	species	6156435	88	48	0
Campylobacter hyointestinalis	198	species	1753331	10	10	0.0
Campylobacter concisus	199	species	1969727	35	31	0.0
Campylobacter curvus	200	species	1971270	8	4	0.0
Campylobacter lari	201	species	1576113	48	26	0.0
Helicobacter	209	genus	0	1	0	0.0
Helicobacter pylori	210	species	2044699	113	97	0.0
