name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	621119	1	1	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	0	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Treponema	157	genus	0	1	0	0.0
Brachyspira hyodysenteriae	159	species	3036634	1	0	0.0
Campylobacter jejuni	197	species	5821593	1	1	0.0
Campylobacter lari	201	species	1576113	2	2	0.0
Pseudomonas fluorescens	294	species	10224970	1	1	0.0
Pseudomonas fragi	296	species	5101809	1	0	0.0
Rhizobium leguminosarum	384	species	7129833	2	0	0.0
Enterobacteriaceae	543	family	0	15	13	0.0
Citrobacter	544	genus	0	2	0	0.0
Citrobacter koseri	545	species	4735357	192	0	1.23171e-18
Citrobacter freundii	546	species	10665849	12	2	1.89926e-28
Enterobacter	547	genus	0	6	0	0.0
Enterobacter aerogenes	548	species	5336807	193	0	2.60304e-06
Enterobacter cloacae	550	species	11821907	9	1	5.20805e-30
Erwinia	551	genus	0	1	0	0.0
Pantoea ananatis	553	species	4838982	4	0	5.81398e-28
Escherichia	561	genus	0	12	0	0.0
Escherichia coli	562	species	8927329	15901	12737	0.00553268
Shimwellia blattae	563	species	4158725	2	0	0.0
Escherichia fergusonii	564	species	4643861	489	5	0
Klebsiella	570	genus	0	1	0	0.0
Klebsiella oxytoca	571	species	10395483	77	7	3.13292e-06
Klebsiella pneumoniae	573	species	10764443	266	30	0
Morganella morganii	582	species	3799539	3	0	0.0
Proteus mirabilis	584	species	3913216	8	0	6.34971e-26
Proteus vulgaris	585	species	3794983	8	0	8.31624e-26
Providencia stuartii	588	species	4368463	1	1	0.0
Salmonella	590	genus	0	5	0	0.0
Shigella	620	genus	0	199	0	0.0
Shigella boydii	621	species	4698475	1416	12	5.42329e-12
Shigella dysenteriae	622	species	4560911	1159	17	1.80993e-06
Shigella flexneri	623	species	4682194	1329	8	5.04487e-12
Shigella sonnei	624	species	5136166	1470	11	4.66441e-12
Yersinia	629	genus	0	11	0	0.0
Yersinia enterocolitica	630	species	8483315	5	2	2.42461e-15
Yersinia pestis	632	species	6906928	44	2	9.36239e-14
Yersinia pseudotuberculosis	633	species	9565781	41	0	0
Edwardsiella tarda	636	species	3870830	1	0	0.0
Vibrio parahaemolyticus	670	species	6861322	1	0	0.0
Vibrio campbellii	680	species	12090206	1	1	0.0
Haemophilus influenzae	727	species	2520273	8	7	0.0
Gallibacterium anatis	750	species	2694139	17	17	0.0
Ehrlichia ruminantium	779	species	2264626	1	1	0.0
Rickettsia canadensis	788	species	1155000	2	2	0.0
Sebaldella termitidis	826	species	4486650	1	1	0.0
Campylobacter ureolyticus	827	species	1641887	1	1	0.0
Fusobacterium nucleatum	851	species	2948417	6	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	2	2	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	1	0.0
Ehrlichia canis	944	species	1315030	1	1	0.0
Bdellovibrio bacteriovorus	959	species	3608671	4	4	0.0
Herbaspirillum seropedicae	964	species	5511805	2	2	0.0
Flavobacterium columnare	996	species	3242016	5	5	0.0
Weeksella virosa	1014	species	2272954	1	1	0.0
Blastochloris viridis	1079	species	11309428	1	1	0.0
Chloroflexus aurantiacus	1108	species	5258541	1	0	0.0
Trichormus azollae	1164	species	5486145	1	1	0.0
Prochlorococcus marinus	1219	species	1799150	2	2	0.0
Leuconostoc mesenteroides	1245	species	1961041	1	1	0.0
Oenococcus oeni	1247	species	1780517	4	0	0.0
Leuconostoc carnosum	1252	species	1773468	1	1	0.0
Pediococcus pentosaceus	1255	species	1810762	1	0	0.0
Staphylococcus	1279	genus	0	547	531	0.0
Staphylococcus aureus	1280	species	5961705	25628	17733	0.00524449
Staphylococcus carnosus	1281	species	2566424	131	9	0
Staphylococcus epidermidis	1282	species	2586069	6074	2883	0.0011266
Staphylococcus haemolyticus	1283	species	2697861	1332	29	5.21624e-06
Staphylococcus hyicus	1284	species	2472129	26	6	6.56724e-31
Staphylococcus xylosus	1288	species	8411206	10660	5338	5.5227e-05
Staphylococcus warneri	1292	species	2560716	4614	2276	0.000455466
Staphylococcus schleiferi	1295	species	12494798	1035	197	1.53753e-14
Streptococcus salivarius	1304	species	3636237	4	3	0.0
Streptococcus suis	1307	species	2224682	14	13	0.0
Streptococcus thermophilus	1308	species	2301597	2	0	0.0
Streptococcus mutans	1309	species	2024183	3	2	0.0
Streptococcus agalactiae	1311	species	4681538	1	0	0.0
Streptococcus pneumoniae	1313	species	2343121	89	0	7.63006e-39
Streptococcus pyogenes	1314	species	3379100	2	2	0.0
Streptococcus parasanguinis	1318	species	2162630	41	38	0.0
Streptococcus anginosus	1328	species	2557124	5	4	0.0
Streptococcus intermedius	1338	species	1963517	14	11	0.0
Streptococcus parauberis	1348	species	2154183	3	3	0.0
Enterococcus	1350	genus	0	3	0	0.0
Enterococcus faecalis	1351	species	2996992	4	2	0.0
Enterococcus faecium	1352	species	3937170	24	21	0.0
Enterococcus hirae	1354	species	2856440	1	0	0.0
Lactococcus lactis	1358	species	2509686	50	48	0.0
Lactococcus garvieae	1363	species	1957049	1	0	0.0
Aerococcus viridans	1377	species	2199877	5	4	0.0
Bacillus amyloliquefaciens	1390	species	5164599	2	0	0.0
Bacillus anthracis	1392	species	12599825	13	8	0.0
Bacillus cereus	1396	species	8045619	12	10	0.0
Bacillus coagulans	1398	species	4327944	65	55	0.0
Bacillus megaterium	1404	species	5334474	2	0	0.0
Bacillus mycoides	1405	species	11312355	7	5	0.0
Paenibacillus polymyxa	1406	species	5923678	4	0	0.0
Bacillus pumilus	1408	species	13099766	2	1	0.0
Bacillus sp.	1409	species	4233615	8	0	0.0
Bacillus cellulosilyticus	1413	species	4681672	7	1	0.0
Bacillus subtilis	1423	species	6139296	13	3	0.0
Bacillus thuringiensis	1428	species	8897292	23	6	0.0
Amphibacillus xylanus	1449	species	2569486	2	1	0.0
Bacillus atrophaeus	1452	species	4171548	1	0	0.0
Clostridium acetobutylicum	1488	species	4136895	1	0	0.0
Clostridium botulinum	1491	species	4398179	5	5	0.0
Clostridium pasteurianum	1501	species	6644991	1	0	0.0
Clostridium perfringens	1502	species	3245844	2	1	0.0
[Clostridium] sticklandii	1511	species	2715461	5	5	0.0
Clostridium tetani	1513	species	2869591	15	14	0.0
Clostridium beijerinckii	1520	species	5999841	2	1	0.0
Clostridium kluyveri	1534	species	3989551	2	2	0.0
Clostridium novyi	1542	species	2547720	1	1	0.0
Clostridium scatologenes	1548	species	5749410	1	0	0.0
Desulfotomaculum nigrificans	1565	species	2892255	3	3	0.0
Halobacillus halophilus	1570	species	4170008	2	2	0.0
