name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Myxococcus xanthus	34	species	9139763	1	1	0.0
Archangium gephyra	48	species	12489432	3	0	0.0
Leptospira interrogans	173	species	5395453	3	0	0.0
Leptospira borgpetersenii	174	species	3948532	1	0	0.0
Thermus	270	genus	0	1	0	0.0
Pseudomonas fluorescens	294	species	10224970	1	0	0.0
Ralstonia solanacearum	305	species	5564621	1	0	0.0
Ralstonia pickettii	329	species	6378979	1	1	0.0
Methylomonas methanica	421	species	5051681	1	0	0.0
Legionella hackeliae	449	species	3570857	1	1	0.0
Neisseria gonorrhoeae	485	species	3300548	2	0	0.0
Neisseria meningitidis	487	species	2829388	23	0	6.04319e-62
Escherichia coli	562	species	8927329	8	7	0.0
Klebsiella pneumoniae	573	species	10764443	1	0	0.0
Vibrio parahaemolyticus	670	species	6861322	3	3	0.0
Coxiella burnetii	777	species	2067677	1	0	0.0
Desulfovibrio vulgaris	881	species	3802302	2	2	0.0
Marivirga tractuosa	1006	species	4516490	2	2	0.0
Pararhodospirillum photometricum	1084	species	3876289	1	0	0.0
Chloroflexus aurantiacus	1108	species	5258541	1	0	0.0
Oenococcus oeni	1247	species	1780517	3	0	0.0
Ruminococcus albus	1264	species	4482087	1	0	0.0
Staphylococcus	1279	genus	0	1	1	0.0
Staphylococcus aureus	1280	species	5961705	34	18	5.2518e-06
Staphylococcus epidermidis	1282	species	2586069	12	6	1.01987e-05
Staphylococcus xylosus	1288	species	8411206	13	4	0.0
Staphylococcus warneri	1292	species	2560716	3	1	2.11195e-37
Staphylococcus schleiferi	1295	species	12494798	1	1	0.0
Streptococcus	1301	genus	0	229	202	0.0
Streptococcus gordonii	1302	species	2239984	460	1	9.6185e-40
Streptococcus oralis	1303	species	1958690	10	0	5.25801e-48
Streptococcus salivarius	1304	species	3636237	123	22	1.98231e-06
Streptococcus sanguinis	1305	species	2388435	92	1	1.04859e-48
Streptococcus suis	1307	species	2224682	406	16	3.01102e-40
Streptococcus thermophilus	1308	species	2301597	89	4	8.75858e-47
Streptococcus mutans	1309	species	2024183	21	2	1.17693e-48
Streptococcus agalactiae	1311	species	4681538	9225	526	0.000138012
Streptococcus pneumoniae	1313	species	2343121	216	21	9.23059e-06
Streptococcus pyogenes	1314	species	3379100	957605	836459	0.893843
Streptococcus parasanguinis	1318	species	2162630	16	3	0.0
Streptococcus anginosus	1328	species	2557124	165	10	2.0587e-45
Streptococcus dysgalactiae	1334	species	2134563	100244	4852	0.00351683
Streptococcus equi	1336	species	2140495	1030	127	7.71645e-06
Streptococcus intermedius	1338	species	1963517	359	28	4.02418e-45
Streptococcus iniae	1346	species	2086959	414	14	6.91198e-06
Streptococcus parauberis	1348	species	2154183	273	18	1.91242e-05
Streptococcus uberis	1349	species	1852352	550	8	1.43073e-38
Enterococcus faecalis	1351	species	2996992	15	5	2.40444e-06
Enterococcus faecium	1352	species	3937170	7	6	0.0
Enterococcus hirae	1354	species	2856440	2	0	0.0
Lactococcus lactis	1358	species	2509686	17	3	6.70099e-65
Lactococcus garvieae	1363	species	1957049	3	1	0.0
Lactococcus piscium	1364	species	2503066	5	1	0.0
Aerococcus urinae	1376	species	2027618	1	0	0.0
Aerococcus viridans	1377	species	2199877	5	4	0.0
Atopobium parvulum	1382	species	1543805	1	0	0.0
Bacillus amyloliquefaciens	1390	species	5164599	2	0	0.0
Bacillus anthracis	1392	species	12599825	9	6	0.0
Bacillus cereus	1396	species	8045619	5	4	0.0
Bacillus coagulans	1398	species	4327944	2	0	0.0
Bacillus megaterium	1404	species	5334474	1	1	0.0
Paenibacillus polymyxa	1406	species	5923678	4	3	0.0
Bacillus pumilus	1408	species	13099766	5	4	0.0
Bacillus sp.	1409	species	4233615	2	1	0.0
Bacillus subtilis	1423	species	6139296	2	2	0.0
Geobacillus thermoglucosidasius	1426	species	3933454	2	2	0.0
Bacillus thuringiensis	1428	species	8897292	1	0	0.0
Amphibacillus xylanus	1449	species	2569486	2	1	0.0
Bacillus methanolicus	1471	species	3425208	1	0	0.0
Clostridium acetobutylicum	1488	species	4136895	1	1	0.0
Clostridium botulinum	1491	species	4398179	4	2	0.0
Clostridium pasteurianum	1501	species	6644991	3	3	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	3	2	0.0
