name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	3	2	0.0
Buchnera aphidicola	9	species	621119	6	5	0.0
Sorangium cellulosum	56	species	13907952	3	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	0	0.0
Treponema	157	genus	0	4	0	0.0
Azospirillum brasilense	192	species	13978806	1	0	0.0
Campylobacter	194	genus	0	1	0	0.0
Achromobacter	222	genus	0	22	0	0.0
Francisella tularensis	263	species	2565349	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	1	0	0.0
Pseudomonas	286	genus	0	1	0	0.0
Pseudomonas aeruginosa	287	species	15547463	1	0	0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Burkholderia cepacia	292	species	9531318	1	0	0.0
Pseudomonas fluorescens	294	species	10224970	4	4	0.0
Pseudomonas fragi	296	species	5101809	2	0	0.0
Pseudomonas putida	303	species	6183488	2	2	0.0
Pseudomonas stutzeri	316	species	5929124	6	4	0.0
Pseudomonas syringae	317	species	6061076	5	2	0.0
Burkholderia glumae	337	species	7333967	1	1	0.0
Xanthomonas citri	346	species	19351467	1	0	0.0
Sinorhizobium fredii	380	species	6891900	2	1	0.0
Sinorhizobium meliloti	382	species	6962835	1	0	0.0
Rhizobium leguminosarum	384	species	7129833	1	0	0.0
Methylobacillus flagellatus	405	species	2971517	1	0	0.0
Legionella pneumophila	446	species	3687376	2	1	0.0
Acinetobacter	469	genus	0	23	0	0.0
Acinetobacter baumannii	470	species	8023938	13	0	0.0
Moraxella catarrhalis	480	species	2846413	3	0	0.0
Kingella kingae	504	species	2140065	1	0	0.0
Bordetella pertussis	520	species	14768982	2	2	0.0
Beijerinckia indica	533	species	4418616	1	0	0.0
Enterobacteriaceae	543	family	0	950	916	0.0
Citrobacter	544	genus	0	221	0	0.0
Citrobacter koseri	545	species	4735357	18377	32	0.000134574
Citrobacter freundii	546	species	10665849	1156	106	8.15134e-06
Enterobacter	547	genus	0	169	0	0.0
Enterobacter aerogenes	548	species	5336807	17404	21	2.54366e-05
Enterobacter cloacae	550	species	11821907	770	19	2.42776e-06
Erwinia	551	genus	0	1	0	0.0
Erwinia amylovora	552	species	3837974	13	4	0.0
Pantoea ananatis	553	species	4838982	334	6	3.25248e-45
Pectobacterium carotovorum	554	species	4852842	11	5	2.6457e-06
Escherichia	561	genus	0	1046	0	0.0
Escherichia coli	562	species	8927329	1470835	1175639	0.983103
Shimwellia blattae	563	species	4158725	96	10	3.08824e-06
