name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Buchnera aphidicola	9	species	621119	6	5	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Sorangium cellulosum	56	species	13907952	1	0	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Leptospirillum ferrooxidans	180	species	2559538	1	0	0.0
Campylobacter lari	201	species	1576113	1	1	0.0
Francisella tularensis	263	species	2565349	2	0	0.0
Xanthobacter autotrophicus	280	species	5625098	1	0	0.0
Pseudomonas	286	genus	0	1	0	0.0
Pseudomonas fluorescens	294	species	10224970	2	2	0.0
Pseudomonas putida	303	species	6183488	1	0	0.0
Pseudomonas stutzeri	316	species	5929124	2	2	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Methylomonas methanica	421	species	5051681	1	0	0.0
Acetobacter pasteurianus	438	species	3250449	1	0	0.0
Acinetobacter	469	genus	0	1	0	0.0
Acinetobacter baumannii	470	species	8023938	1	1	0.0
Moraxella catarrhalis	480	species	2846413	2	1	0.0
Neisseria gonorrhoeae	485	species	3300548	1	1	0.0
Neisseria elongata	495	species	2256647	1	0	0.0
Alcaligenes faecalis	511	species	4248684	1	0	0.0
Enterobacteriaceae	543	family	0	590	562	0.0
Citrobacter	544	genus	0	144	0	0.0
Citrobacter koseri	545	species	4735357	11383	15	2.04841e-05
Citrobacter freundii	546	species	10665849	757	58	3.05727e-06
Enterobacter	547	genus	0	110	0	0.0
Enterobacter aerogenes	548	species	5336807	10721	15	1.84333e-05
Enterobacter cloacae	550	species	11821907	487	12	1.03517e-31
Erwinia	551	genus	0	2	0	0.0
Erwinia amylovora	552	species	3837974	7	1	0.0
Pantoea ananatis	553	species	4838982	211	2	1.34821e-06
Pectobacterium carotovorum	554	species	4852842	5	2	6.69894e-35
Escherichia	561	genus	0	691	0	0.0
Escherichia coli	562	species	8927329	933311	744091	0.343312
Shimwellia blattae	563	species	4158725	50	1	1.33652e-32
Escherichia fergusonii	564	species	4643861	27277	477	7.51837e-05
Hafnia alvei	569	species	4712721	8	0	5.84558e-34
Klebsiella	570	genus	0	105	0	0.0
Klebsiella oxytoca	571	species	10395483	3888	452	5.0492e-05
Klebsiella pneumoniae	573	species	10764443	12993	101	1.8192e-05
Morganella morganii	582	species	3799539	31	1	7.18533e-34
Proteus	583	genus	0	6	0	0.0
Proteus mirabilis	584	species	3913216	452	0	1.00183e-28
Proteus vulgaris	585	species	3794983	450	0	1.39818e-28
Providencia stuartii	588	species	4368463	4	3	0.0
Salmonella	590	genus	0	94	0	0.0
Serratia	613	genus	0	10	0	0.0
Serratia liquefaciens	614	species	5304688	1	0	0.0
Serratia marcescens	615	species	8465231	61	1	1.2553e-24
Shigella	620	genus	0	10691	0	0.0
Shigella boydii	621	species	4698475	81484	669	4.37443e-05
Shigella dysenteriae	622	species	4560911	66900	898	0.000120333
Shigella flexneri	623	species	4682194	81650	507	0.000160629
Shigella sonnei	624	species	5136166	87044	412	8.26734e-05
Xenorhabdus	626	genus	0	2	0	0.0
Yersinia	629	genus	0	913	1	0.0
Yersinia enterocolitica	630	species	8483315	224	8	9.68533e-07
Yersinia intermedia	631	species	4859749	1	1	0.0
Yersinia pestis	632	species	6906928	2524	35	3.93225e-05
Yersinia pseudotuberculosis	633	species	9565781	2476	0	0
Edwardsiella	635	genus	0	2	0	0.0
Edwardsiella tarda	636	species	3870830	37	2	2.1856e-32
Aeromonas	642	genus	0	1	0	0.0
Aeromonas hydrophila	644	species	6856970	8	1	0.0
Aeromonas salmonicida	645	species	5040536	4	0	0.0
Aeromonas media	651	species	4788430	8	1	0.0
Aeromonas veronii	654	species	4551783	2	0	0.0
Vibrio	662	genus	0	1	0	0.0
Vibrio cholerae	666	species	5494804	10	6	0.0
Vibrio parahaemolyticus	670	species	6861322	5	3	0.0
Vibrio campbellii	680	species	12090206	4	2	0.0
Aggregatibacter actinomycetemcomitans	714	species	2759904	9	7	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	1	0	0.0
Haemophilus influenzae	727	species	2520273	14	9	0.0
[Haemophilus] parasuis	738	species	3407980	1	0	0.0
Pasteurella multocida	747	species	2290380	2	2	0.0
Gallibacterium anatis	750	species	2694139	8	8	0.0
Bartonella bacilliformis	774	species	1445021	1	0	0.0
