name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	621119	3	2	0.0
Cellvibrio	10	genus	0	1	0	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	1	0	0.0
Planctopirus limnophila	120	species	5460085	2	2	0.0
Azospirillum brasilense	192	species	13978806	2	2	0.0
Achromobacter	222	genus	0	1669	0	0.0
Pseudomonas	286	genus	0	3	0	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Pseudomonas fluorescens	294	species	10224970	1	0	0.0
Pseudomonas fragi	296	species	5101809	1	1	0.0
Pseudomonas putida	303	species	6183488	3	3	1.75611e-06
Pseudomonas stutzeri	316	species	5929124	2	1	1.24048e-46
Legionella pneumophila	446	species	3687376	16	15	2.06158e-05
Legionella longbeachae	450	species	4149158	1	0	0.0
Moraxellaceae	468	family	0	2	0	0.0
Acinetobacter	469	genus	0	1665	0	0.0
Acinetobacter baumannii	470	species	8023938	598	4	0.0
Neisseria gonorrhoeae	485	species	3300548	1	0	2.69705e-18
Neisseria lactamica	486	species	2220606	1	0	0.0
Neisseria meningitidis	487	species	2829388	9	8	2.30247e-05
Alcaligenes faecalis	511	species	4248684	1	1	0.0
Bordetella bronchiseptica	518	species	5182637	1	0	2.09529e-06
Bordetella pertussis	520	species	14768982	1	0	0
Enterobacteriaceae	543	family	0	2551	839	0.0
Citrobacter	544	genus	0	125	0	0.0
Citrobacter koseri	545	species	4735357	574	7	8.28096e-17
Citrobacter freundii	546	species	10665849	1047	188	5.10099e-06
Enterobacter	547	genus	0	125	0	0.0
Enterobacter aerogenes	548	species	5336807	126	4	6.71233e-30
Enterobacter cloacae	550	species	11821907	1908	40	9.66341e-28
Erwinia	551	genus	0	4	0	0.0
Erwinia amylovora	552	species	3837974	6	1	0.0
Pantoea ananatis	553	species	4838982	17	7	4.52609e-06
Pectobacterium carotovorum	554	species	4852842	11	5	2.24535e-06
Escherichia	561	genus	0	736	0	0.0
Escherichia coli	562	species	8927329	527388	15175	0.021549
Shimwellia blattae	563	species	4158725	52	1	2.6218e-06
Escherichia fergusonii	564	species	4643861	21739	214	0.000147787
Hafnia alvei	569	species	4712721	19	0	6.97943e-31
Klebsiella	570	genus	0	137	0	0.0
Klebsiella oxytoca	571	species	10395483	976	147	7.06611e-06
Klebsiella pneumoniae	573	species	10764443	1212	202	3.03842e-06
Morganella morganii	582	species	3799539	112	2	8.34e-29
Proteus mirabilis	584	species	3913216	309	4	2.78981e-06
Proteus vulgaris	585	species	3794983	302	0	2.01913e-27
Providencia stuartii	588	species	4368463	44	3	0.0
Salmonella	590	genus	0	129	0	0.0
Serratia	613	genus	0	11	0	0.0
Serratia liquefaciens	614	species	5304688	1	0	0.0
Serratia marcescens	615	species	8465231	41	6	1.78476e-14
Shigella	620	genus	0	12708	0	0.0
Shigella boydii	621	species	4698475	242558	2167	0
Shigella dysenteriae	622	species	4560911	127686	1650	0
Shigella flexneri	623	species	4682194	819481	315708	0.964435
Shigella sonnei	624	species	5136166	261010	1243	0
Yersinia	629	genus	0	4	0	0.0
Yersinia enterocolitica	630	species	8483315	54	28	6.50573e-06
Yersinia intermedia	631	species	4859749	1	1	0.0
Yersinia pestis	632	species	6906928	166	77	1.92507e-05
Yersinia pseudotuberculosis	633	species	9565781	65	1	1.45289e-34
Edwardsiella	635	genus	0	2	0	0.0
Edwardsiella tarda	636	species	3870830	20	5	3.65298e-14
Vibrionaceae	641	family	0	2	0	0.0
Aeromonas	642	genus	0	2	0	0.0
Aeromonas hydrophila	644	species	6856970	4	2	0.0
Aeromonas salmonicida	645	species	5040536	2	0	0.0
Aeromonas media	651	species	4788430	11	2	0.0
Aeromonas schubertii	652	species	4400034	1	0	0.0
Aeromonas veronii	654	species	4551783	2	0	0.0
Vibrio	662	genus	0	226	0	0.0
Vibrio cholerae	666	species	5494804	8	2	0.0
Vibrio parahaemolyticus	670	species	6861322	1	1	0.0
Vibrio campbellii	680	species	12090206	2	2	0.0
Pasteurellaceae	712	family	0	8	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2759904	8	4	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	2	0	0.0
Haemophilus influenzae	727	species	2520273	3	0	4.30941e-06
[Haemophilus] ducreyi	730	species	1698955	8	4	0.0
Aggregatibacter aphrophilus	732	species	3520359	1	1	0.0
[Haemophilus] parasuis	738	species	3407980	4	1	0.0
Pasteurella	745	genus	0	13	0	0.0
Pasteurella multocida	747	species	2290380	4	3	0.0
Gallibacterium anatis	750	species	2694139	2	0	0.0
Acidaminococcus fermentans	905	species	2329769	1	0	0.0
Nitrosomonas	914	genus	0	1608	0	0.0
Nitrosomonas eutropha	916	species	2781824	365	1	0.0
Thiomonas intermedia	926	species	3462095	1	0	0.0
Herbaspirillum seropedicae	964	species	5511805	2	1	0.0
Halanaerobiaceae	972	family	0	1	0	0.0
Saprospira grandis	1008	species	4400185	2	2	0.0
Halorhodospira halophila	1053	species	2678452	2	1	0.0
Pararhodospirillum photometricum	1084	species	3876289	1	0	0.0
Rhodospirillum rubrum	1085	species	4379691	1	0	0.0
Nitrosococcus oceani	1229	species	3522111	1	0	0.0
Gammaproteobacteria	1236	class	0	165	0	0.0
Leuconostoc mesenteroides	1245	species	1961041	1	1	0.0
Streptococcus pneumoniae	1313	species	2343121	4	4	4.63384e-06
Streptococcus anginosus	1328	species	2557124	1	1	0.0
Streptococcus parauberis	1348	species	2154183	1	1	0.0
Enterococcus faecium	1352	species	3937170	2	2	2.75773e-06
Clostridium botulinum	1491	species	4398179	1	0	0.0
Desulfosporosinus orientis	1563	species	5863081	1	0	0.0
Renibacterium salmoninarum	1646	species	3155250	1	1	0.0
Corynebacterium glutamicum	1718	species	5134490	2	2	4.2293e-06
Corynebacterium pseudotuberculosis	1719	species	4525399	1	1	0.0
Ureaplasma urealyticum	2130	species	874478	1	0	0.0
Halomonas	2745	genus	0	2	0	0.0
Myoviridae	10662	family	126904	49	0	0.0
T4likevirus	10663	genus	169713	1	0	0.0
Enterobacteria phage Mu	10677	species	36717	103	1	5.50008e-14
Enterobacteria phage phi80	10713	species	46150	4	0	1.42473e-24
Podoviridae	10744	family	64274	4	0	0.0
Shigella phage Sf6	10761	species	39043	368	1	7.35017e-15
Bifidobacterium animalis	28025	species	2071052	1	1	0.0
Burkholderia gladioli	28095	species	8975879	1	1	0.0
Cronobacter sakazakii	28141	species	5430462	115	3	5.82593e-30
Serratia proteamaculans	28151	species	5495657	8	1	2.31352e-32
Yersinia kristensenii	28152	species	4496569	2	0	0.0
Vibrio nigripulchritudo	28173	species	6322155	2	2	0.0
Mycoplasma penetrans	28227	species	1358633	2	0	0.0
Burkholderia pseudomallei	28450	species	10542276	1	0	0.0
Salmonella enterica	28901	species	6059287	37394	3542	0.0103884
Pectobacterium atrosepticum	29471	species	7546597	2	1	0.0
Yersinia aldovae	29483	species	4471090	7	0	0.0
Yersinia frederiksenii	29484	species	4550894	7	1	0.0
Yersinia rohdei	29485	species	4372253	2	1	0.0
Yersinia ruckeri	29486	species	7304941	15	3	1.62413e-23
