name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	621119	1	1	0.0
Runella slithyformis	106	species	6919729	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	1	0.0
Isosphaera pallida	128	species	5529304	3	0	0.0
Campylobacter	194	genus	0	1	1	0.0
Helicobacter pylori	210	species	1900692	1	0	0.0
Helicobacter mustelae	217	species	1578097	1	0	0.0
Francisella tularensis	263	species	2565349	1	1	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
Burkholderia cepacia	292	species	9531318	2	2	0.0
Legionella pneumophila	446	species	3687376	1	1	0.0
Neisseria meningitidis	487	species	2829388	1	1	0.0
Citrobacter freundii	546	species	10665849	1	1	0.0
Escherichia coli	562	species	8927329	10	5	2.89008e-06
Klebsiella pneumoniae	573	species	10764443	42	37	0.0
Shigella boydii	621	species	4698475	2	0	8.19569e-16
Shigella flexneri	623	species	4682194	3	3	2.75519e-06
Yersinia pseudotuberculosis	633	species	9565781	1	1	0.0
Vibrio cholerae	666	species	5494804	1	1	0.0
Vibrio campbellii	680	species	12090206	1	1	0.0
Haemophilus influenzae	727	species	2520273	6	6	0.0
Gallibacterium anatis	750	species	2694139	31	27	0.0
Coxiella burnetii	777	species	2067677	1	1	0.0
Rickettsia canadensis	788	species	1155000	1	1	0.0
Fusobacterium nucleatum	851	species	2948417	2	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	2	2	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	1	0.0
Bdellovibrio bacteriovorus	959	species	3608671	3	3	0.0
Selenomonas ruminantium	971	species	3631933	1	1	0.0
Flavobacterium columnare	996	species	3242016	7	6	0.0
Saprospira grandis	1008	species	4400185	1	1	0.0
Rhodomicrobium vannielii	1069	species	4014469	1	1	0.0
Prochlorococcus marinus	1219	species	1799150	9	9	0.0
Piscirickettsia salmonis	1238	species	5102706	1	1	0.0
Oenococcus oeni	1247	species	1780517	1	0	0.0
Leuconostoc carnosum	1252	species	1773468	1	1	0.0
Staphylococcus	1279	genus	0	585	561	0.0
Staphylococcus aureus	1280	species	5961705	25999	17952	0.00509855
Staphylococcus carnosus	1281	species	2566424	121	4	1.25528e-49
Staphylococcus epidermidis	1282	species	2586069	6191	3062	0.00110028
Staphylococcus haemolyticus	1283	species	2697861	1368	26	2.48314e-06
Staphylococcus hyicus	1284	species	2472129	25	7	1.01266e-51
Staphylococcus xylosus	1288	species	8411206	10623	5210	5.54197e-05
Staphylococcus warneri	1292	species	2560716	4522	2131	0.000457085
Staphylococcus schleiferi	1295	species	12494798	1134	208	1.77775e-16
Streptococcus	1301	genus	0	1	0	0.0
Streptococcus salivarius	1304	species	3636237	1	1	0.0
Streptococcus suis	1307	species	2224682	8	6	8.49769e-42
Streptococcus thermophilus	1308	species	2301597	1	0	0.0
Streptococcus mutans	1309	species	2024183	5	4	0.0
Streptococcus agalactiae	1311	species	4681538	12	3	6.27975e-48
Streptococcus pneumoniae	1313	species	2343121	94	0	5.83152e-68
Streptococcus pyogenes	1314	species	3379100	1354	1194	0.00114598
Streptococcus parasanguinis	1318	species	2162630	43	42	0.0
