name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Buchnera aphidicola	9	species	621119	3	0	3.65574e-24
Shewanella	22	genus	0	2	1	0.0
Myxococcus	32	genus	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	1	0	0.0
Archangium gephyra	48	species	12489432	1	0	0.0
Sorangium cellulosum	56	species	13907952	3	1	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	0	0.0
Treponema	157	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	1	1	0.0
Achromobacter	222	genus	0	879	0	0.0
Francisella	262	genus	0	1	1	0.0
Thermus	270	genus	0	1	0	0.0
Thermus thermophilus	274	species	2214494	1	1	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	2	0	0.0
Pseudomonas	286	genus	0	1	0	0.0
Pseudoalteromonas atlantica	288	species	5187005	2	0	0.0
Pseudomonas fluorescens	294	species	10224970	5	3	0.0
Pseudomonas mendocina	300	species	5253580	1	0	4.80784e-14
Pseudomonas putida	303	species	6183488	6	3	2.12115e-06
Pseudomonas stutzeri	316	species	5929124	8	3	0.0
Pseudomonas syringae	317	species	6061076	2	1	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	1	0	2.79569e-06
Xanthomonas campestris	339	species	7063896	1	1	0.0
Sinorhizobium meliloti	382	species	6962835	2	0	0.0
Legionella pneumophila	446	species	3687376	2	2	3.55722e-06
Moraxellaceae	468	family	0	3	0	0.0
Acinetobacter	469	genus	0	882	0	0.0
Acinetobacter baumannii	470	species	8023938	392	0	0.0
Moraxella catarrhalis	480	species	2846413	2	1	0.0
Neisseria meningitidis	487	species	2829388	8	8	9.27062e-06
Alcaligenes faecalis	511	species	4248684	1	0	0.0
Bordetella pertussis	520	species	14768982	1	0	0.0
Enterobacteriaceae	543	family	0	1770	854	0.0
Citrobacter	544	genus	0	166	0	0.0
Citrobacter koseri	545	species	4735357	8397	18	5.55117e-05
Citrobacter freundii	546	species	10665849	1069	146	6.1605e-06
Enterobacter	547	genus	0	123	0	0.0
Enterobacter aerogenes	548	species	5336807	7737	6	9.6444e-06
Enterobacter cloacae	550	species	11821907	1362	33	2.22774e-06
Erwinia	551	genus	0	4	0	0.0
Erwinia amylovora	552	species	3837974	8	0	0.0
Pantoea ananatis	553	species	4838982	168	7	8.32269e-35
Pectobacterium carotovorum	554	species	4852842	15	5	2.70994e-06
Escherichia	561	genus	0	856	0	0.0
Escherichia coli	562	species	8927329	940853	525064	0.5138
Shimwellia blattae	563	species	4158725	72	6	3.17048e-06
Escherichia fergusonii	564	species	4643861	30075	466	0.000214128
Hafnia alvei	569	species	4712721	18	0	1.30798e-37
Klebsiella	570	genus	0	144	0	0.0
Klebsiella oxytoca	571	species	10395483	3538	517	7.96164e-05
Klebsiella pneumoniae	573	species	10764443	9893	169	2.46498e-05
Morganella morganii	582	species	3799539	103	5	3.46402e-06
Proteus	583	genus	0	2	0	0.0
Proteus mirabilis	584	species	3913216	430	3	5.57063e-33
Proteus vulgaris	585	species	3794983	427	0	9.28979e-33
Providencia stuartii	588	species	4368463	58	12	0.0
Salmonella	590	genus	0	127	0	0.0
Serratia	613	genus	0	6	0	0.0
Serratia liquefaciens	614	species	5304688	6	1	0.0
Serratia marcescens	615	species	8465231	81	11	9.10969e-15
Shigella	620	genus	0	13654	0	0.0
Shigella boydii	621	species	4698475	191642	1790	0.000575401
Shigella dysenteriae	622	species	4560911	116592	1644	0
Shigella flexneri	623	species	4682194	524174	184272	0.477922
Shigella sonnei	624	species	5136166	205295	1141	0.000401003
Xenorhabdus nematophila	628	species	4586662	3	2	0.0
Yersinia	629	genus	0	581	0	0.0
Yersinia enterocolitica	630	species	8483315	208	38	3.29498e-06
Yersinia pestis	632	species	6906928	1745	62	4.4368e-05
Yersinia pseudotuberculosis	633	species	9565781	1651	0	0
Edwardsiella	635	genus	0	3	0	0.0
Edwardsiella tarda	636	species	3870830	27	4	6.75048e-36
Vibrionaceae	641	family	0	3	0	0.0
Aeromonas	642	genus	0	7	0	0.0
Aeromonas hydrophila	644	species	6856970	5	1	0.0
Aeromonas salmonicida	645	species	5040536	2	0	0.0
Aeromonas media	651	species	4788430	16	2	0.0
Aeromonas schubertii	652	species	4400034	4	3	0.0
Aeromonas veronii	654	species	4551783	2	0	0.0
Vibrio	662	genus	0	127	0	0.0
Vibrio cholerae	666	species	5494804	15	8	0.0
Vibrio parahaemolyticus	670	species	6861322	3	2	0.0
Vibrio vulnificus	672	species	6395650	1	0	0.0
Pasteurellaceae	712	family	0	5	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2759904	12	8	0.0
Actinobacillus suis	716	species	2501598	2	0	0.0
Haemophilus influenzae	727	species	2520273	8	0	0
[Haemophilus] ducreyi	730	species	1698955	13	9	0.0
[Haemophilus] parasuis	738	species	3407980	3	1	0.0
Pasteurella	745	genus	0	9	0	0.0
Pasteurella multocida	747	species	2290380	1	0	0.0
Gallibacterium anatis	750	species	2694139	2	1	0.0
Bartonella bacilliformis	774	species	1445021	1	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	1	1	0.0
Desulfovibrio salexigens	880	species	4289847	1	0	0.0
Desulfomicrobium baculatum	899	species	3942657	1	0	0.0
Acidaminococcus fermentans	905	species	2329769	4	0	0.0
Nitrosomonas	914	genus	0	831	0	0.0
Nitrosomonas eutropha	916	species	2781824	239	2	0.0
