name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	2	0	0.0
Shewanella	22	genus	0	2	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	0	0.0
Azospirillum brasilense	192	species	13978806	1	1	0.0
Campylobacter jejuni	197	species	5821593	1	1	0.0
Xanthobacter autotrophicus	280	species	5625098	2	0	0.0
Pseudomonas	286	genus	0	1	1	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Burkholderia cepacia	292	species	9531318	1	1	0.0
Pseudomonas fluorescens	294	species	10224970	2	1	0.0
Pseudomonas mendocina	300	species	5253580	1	0	0.0
Pseudomonas putida	303	species	6183488	1	1	0.0
Pseudomonas stutzeri	316	species	5929124	3	1	0.0
Sinorhizobium fredii	380	species	6891900	1	1	0.0
Moraxella catarrhalis	480	species	2846413	1	0	0.0
Neisseria meningitidis	487	species	2829388	1	1	0.0
Beijerinckia indica	533	species	4418616	1	1	0.0
Enterobacteriaceae	543	family	0	645	634	0.0
Citrobacter	544	genus	0	153	0	0.0
Citrobacter koseri	545	species	4735357	12720	20	0.000168116
Citrobacter freundii	546	species	10665849	877	67	1.83857e-06
Enterobacter	547	genus	0	111	0	0.0
Enterobacter aerogenes	548	species	5336807	12068	12	1.04595e-11
Enterobacter cloacae	550	species	11821907	582	23	3.29786e-06
Erwinia	551	genus	0	5	0	0.0
Erwinia amylovora	552	species	3837974	9	0	0.0
Pantoea ananatis	553	species	4838982	253	5	2.40338e-59
Pectobacterium carotovorum	554	species	4852842	14	7	2.69222e-66
Escherichia	561	genus	0	775	0	0.0
Escherichia coli	562	species	8927329	1006138	804957	0.992736
Shimwellia blattae	563	species	4158725	77	6	6.28604e-62
Escherichia fergusonii	564	species	4643861	29099	580	0.000364516
Hafnia alvei	569	species	4712721	10	0	1.08024e-65
Klebsiella	570	genus	0	108	0	0.0
Klebsiella oxytoca	571	species	10395483	4539	616	0.000164576
Klebsiella pneumoniae	573	species	10764443	14332	74	5.59867e-05
Morganella morganii	582	species	3799539	41	3	5.10793e-06
Proteus	583	genus	0	1	0	0.0
Proteus mirabilis	584	species	3913216	501	0	3.51222e-54
Proteus vulgaris	585	species	3794983	501	0	8.72258e-54
Providencia stuartii	588	species	4368463	10	10	0.0
Salmonella	590	genus	0	101	0	0.0
Serratia	613	genus	0	6	0	0.0
Serratia liquefaciens	614	species	5304688	1	0	0.0
Serratia marcescens	615	species	8465231	79	1	1.14834e-59
Shigella	620	genus	0	10716	0	0.0
Shigella boydii	621	species	4698475	86986	719	9.12111e-05
Shigella dysenteriae	622	species	4560911	72292	1049	0.000470946
Shigella flexneri	623	species	4682194	86493	735	0.000971393
Shigella sonnei	624	species	5136166	91792	482	0.000381
Xenorhabdus	626	genus	0	1	0	0.0
Xenorhabdus nematophila	628	species	4586662	3	0	0.0
Yersinia	629	genus	0	936	0	0.0
Yersinia enterocolitica	630	species	8483315	246	21	5.48657e-06
Yersinia intermedia	631	species	4859749	2	0	0.0
Yersinia pestis	632	species	6906928	2628	51	0.000118044
Yersinia pseudotuberculosis	633	species	9565781	2556	2	5.54423e-14
Edwardsiella	635	genus	0	3	0	0.0
Edwardsiella tarda	636	species	3870830	39	5	2.74491e-62
Aeromonas	642	genus	0	7	0	0.0
Aeromonas hydrophila	644	species	6856970	4	0	0.0
Aeromonas salmonicida	645	species	5040536	3	0	0.0
Aeromonas media	651	species	4788430	10	1	0.0
Aeromonas veronii	654	species	4551783	1	0	0.0
Vibrio	662	genus	0	1	0	0.0
Vibrio alginolyticus	663	species	5146637	1	0	0.0
Vibrio cholerae	666	species	5494804	10	6	0.0
Vibrio parahaemolyticus	670	species	6861322	3	2	0.0
Vibrio vulnificus	672	species	6395650	1	1	0.0
Vibrio campbellii	680	species	12090206	2	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2759904	14	11	5.36518e-131
Haemophilus influenzae	727	species	2520273	10	2	3.45978e-17
[Haemophilus] ducreyi	730	species	1698955	3	2	0.0
[Haemophilus] parasuis	738	species	3407980	3	0	0.0
Pasteurella multocida	747	species	2290380	1	1	0.0
Gallibacterium anatis	750	species	2694139	2	0	0.0
Porphyromonas gingivalis	837	species	2343668	1	0	0.0
Fusobacterium nucleatum	851	species	2948417	1	1	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Megasphaera elsdenii	907	species	2504349	1	0	0.0
Halothiobacillus neapolitanus	927	species	2582886	1	1	0.0
Wolbachia	953	genus	0	1	0	0.0
Herbaspirillum seropedicae	964	species	5511805	1	1	0.0
Allochromatium vinosum	1049	species	3669074	1	1	0.0
Nitrosococcus	1227	genus	0	1	0	0.0
Streptococcus pyogenes	1314	species	3379100	31	25	9.17524e-05
Streptococcus dysgalactiae	1334	species	2134563	6	0	2.35063e-15
Bacillus cereus	1396	species	8045619	1	0	0.0
Bacillus megaterium	1404	species	5334474	1	1	0.0
Bacillus pumilus	1408	species	13099766	1	0	0.0
Clostridium botulinum	1491	species	4398179	2	1	0.0
Clostridium tetani	1513	species	2869591	1	1	0.0
Corynebacterium pseudotuberculosis	1719	species	4525399	1	1	0.0
Thermodesulfobacterium commune	1741	species	1764045	1	0	0.0
Mycobacterium leprae	1769	species	3268071	2	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	1	1	0.0
Microbacterium testaceum	2033	species	3982034	1	0	0.0
Mycoplasma	2093	genus	0	1	0	0.0
Mycoplasma mycoides	2102	species	1902025	1	0	0.0
Flexistipes sinusarabici	2352	species	2526590	1	0	0.0
Desulfomonile tiedjei	2358	species	6527027	1	0	0.0
Xylella fastidiosa	2371	species	2609554	1	1	0.0
Verrucomicrobium spinosum	2736	species	8220857	2	1	0.0
Enterobacteria phage Mu	10677	species	36717	11	0	2.08649e-46
Enterobacteria phage P1	10678	species	94800	52	2	2.59406e-42
Enterobacteria phage lambda	10710	species	48502	37	2	0.000812741
Enterobacteria phage 933W	10730	leaf	61670	76	0	3.8706e-23
Podoviridae	10744	family	64274	9	0	0.0
Shigella phage Sf6	10761	species	39043	2	0	5.02736e-44
Cronobacter sakazakii	28141	species	5430462	252	6	4.03998e-39
Serratia proteamaculans	28151	species	5495657	2	1	0.0
Yersinia kristensenii	28152	species	4496569	1	0	0.0
Vibrio nigripulchritudo	28173	species	6322155	2	1	5.62003e-30
Alphaproteobacteria	28211	class	0	1	0	0.0
Salmonella enterica	28901	species	6059287	5969	411	1.10025e-05
Staphylococcus saprophyticus	29385	species	2577899	1	1	0.0
Veillonella parvula	29466	species	2132142	1	0	0.0
Pectobacterium atrosepticum	29471	species	7546597	4	0	4.02656e-72
