name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Archangium gephyra	48	species	12489432	1	0	0.0
Azospirillum lipoferum	193	species	7223069	1	1	0.0
Helicobacter pylori	210	species	1900692	1	0	0.0
Pseudomonas fluorescens	294	species	10224970	1	0	0.0
Ralstonia pickettii	329	species	6378979	1	1	0.0
Methylomonas methanica	421	species	5051681	3	0	0.0
Legionella pneumophila	446	species	3687376	1	0	0.0
Neisseria gonorrhoeae	485	species	3300548	2	0	0.0
Neisseria lactamica	486	species	2220606	4	0	0.0
Neisseria meningitidis	487	species	2829388	28	0	6.15931e-55
Escherichia coli	562	species	8927329	5	3	0.0
Yersinia enterocolitica	630	species	8483315	2	1	0.0
Vibrio parahaemolyticus	670	species	6861322	3	3	0.0
Vibrio campbellii	680	species	12090206	1	1	0.0
[Haemophilus] parasuis	738	species	3407980	2	2	0.0
Ehrlichia ruminantium	779	species	2264626	1	0	0.0
Fibrobacter succinogenes	833	species	7685639	1	1	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Desulfovibrio vulgaris	881	species	3802302	3	3	0.0
Acidaminococcus fermentans	905	species	2329769	1	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	1	0.0
Oenococcus oeni	1247	species	1780517	2	0	0.0
Staphylococcus	1279	genus	0	5	5	0.0
Staphylococcus aureus	1280	species	5961705	195	129	5.56043e-05
Staphylococcus carnosus	1281	species	2566424	4	0	4.11008e-39
Staphylococcus epidermidis	1282	species	2586069	53	25	4.54425e-06
Staphylococcus haemolyticus	1283	species	2697861	8	1	2.58163e-21
Staphylococcus xylosus	1288	species	8411206	84	37	5.91141e-22
Staphylococcus warneri	1292	species	2560716	33	18	2.86268e-06
Staphylococcus schleiferi	1295	species	12494798	4	0	4.34562e-30
Streptococcus	1301	genus	0	232	199	0.0
Streptococcus gordonii	1302	species	2239984	411	0	2.1149e-37
Streptococcus oralis	1303	species	1958690	8	0	8.08745e-45
Streptococcus salivarius	1304	species	3636237	116	13	1.5164e-45
Streptococcus sanguinis	1305	species	2388435	87	0	7.19039e-45
Streptococcus suis	1307	species	2224682	406	16	3.15117e-06
Streptococcus thermophilus	1308	species	2301597	80	4	3.66094e-43
Streptococcus mutans	1309	species	2024183	24	1	5.14633e-45
Streptococcus agalactiae	1311	species	4681538	9210	544	0.000152322
Streptococcus pneumoniae	1313	species	2343121	220	20	5.98047e-06
Streptococcus pyogenes	1314	species	3379100	983093	859401	0.879556
Streptococcus parasanguinis	1318	species	2162630	22	0	3.83824e-46
Streptococcus anginosus	1328	species	2557124	158	17	2.05867e-42
Streptococcus dysgalactiae	1334	species	2134563	102225	4874	0.00306517
Streptococcus equi	1336	species	2140495	1073	147	1.31136e-05
Streptococcus intermedius	1338	species	1963517	359	27	4.9185e-42
Streptococcus iniae	1346	species	2086959	398	9	1.03435e-38
Streptococcus parauberis	1348	species	2154183	277	19	6.50684e-06
Streptococcus uberis	1349	species	1852352	570	8	5.56459e-17
Enterococcus	1350	genus	0	1	0	0.0
Enterococcus faecalis	1351	species	2996992	12	2	2.13676e-63
Enterococcus faecium	1352	species	3937170	4	2	0.0
Enterococcus hirae	1354	species	2856440	6	3	0.0
Lactococcus lactis	1358	species	2509686	23	6	2.42957e-60
Lactococcus garvieae	1363	species	1957049	4	0	0.0
Lactococcus piscium	1364	species	2503066	13	3	0.0
Aerococcus urinae	1376	species	2027618	1	0	0.0
Aerococcus viridans	1377	species	2199877	11	9	0.0
Bacillus anthracis	1392	species	12599825	7	4	0.0
Bacillus cereus	1396	species	8045619	3	3	0.0
Bacillus coagulans	1398	species	4327944	1	1	0.0
Bacillus megaterium	1404	species	5334474	2	1	0.0
Bacillus mycoides	1405	species	11312355	1	0	0.0
Paenibacillus polymyxa	1406	species	5923678	1	0	0.0
Bacillus pumilus	1408	species	13099766	9	7	0.0
Bacillus subtilis	1423	species	6139296	1	1	0.0
Geobacillus thermoglucosidasius	1426	species	3933454	1	0	0.0
Bacillus thuringiensis	1428	species	8897292	3	1	0.0
Amphibacillus xylanus	1449	species	2569486	1	0	0.0
Bacillus methanolicus	1471	species	3425208	1	0	0.0
Clostridium acetobutylicum	1488	species	4136895	1	1	0.0
Clostridium botulinum	1491	species	4398179	5	5	0.0
Ruminiclostridium thermocellum	1515	species	3653258	1	0	0.0
Clostridium kluyveri	1534	species	3989551	3	0	0.0
Desulfotomaculum nigrificans	1565	species	2892255	1	1	0.0
Lactobacillus delbrueckii	1584	species	1920382	10	8	0.0
Lactobacillus reuteri	1598	species	2098092	19	17	0.0
Lactobacillus sakei	1599	species	1884661	1	0	0.0
Lactobacillus acetotolerans	1600	species	1704859	2	2	0.0
Lactobacillus fermentum	1613	species	2148561	1	1	0.0
Lactobacillus ruminis	1623	species	2066652	1	0	0.0
