name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	2	0	0.0
Buchnera aphidicola	9	species	621119	2	0	0.0
Cellulomonas gilvus	11	species	3526441	1	1	0.0
Pelobacter carbinolicus	19	species	3665893	1	0	0.0
Shewanella	22	genus	0	1	0	0.0
Myxococcales	29	order	0	1	0	0.0
Sorangium cellulosum	56	species	13907952	1	0	0.0
Treponema	157	genus	0	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	2	0	0.0
Pseudomonas	286	genus	0	2	1	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Pseudomonas fluorescens	294	species	10224970	5	5	0.0
Pseudomonas putida	303	species	6183488	4	2	0.0
Pseudomonas stutzeri	316	species	5929124	1	0	0.0
Pseudomonas syringae	317	species	6061076	1	1	0.0
Xanthomonas	338	genus	0	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	1	0	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Sinorhizobium meliloti	382	species	6962835	2	0	0.0
Neorhizobium galegae	399	species	6434105	1	0	0.0
Legionella pneumophila	446	species	3687376	1	0	0.0
Legionella longbeachae	450	species	4149158	1	0	0.0
Moraxella catarrhalis	480	species	2846413	3	0	0.0
Neisseria elongata	495	species	2256647	1	1	0.0
Alcaligenes	507	genus	0	1	0	0.0
Enterobacteriaceae	543	family	0	1017	960	0.0
Citrobacter	544	genus	0	248	0	0.0
Citrobacter koseri	545	species	4735357	19915	41	0.000100253
Citrobacter freundii	546	species	10665849	1308	125	9.86199e-06
Enterobacter	547	genus	0	177	0	0.0
Enterobacter aerogenes	548	species	5336807	18709	20	3.58706e-05
Enterobacter cloacae	550	species	11821907	805	17	2.93273e-15
Erwinia	551	genus	0	9	0	0.0
Erwinia amylovora	552	species	3837974	4	0	0.0
Pantoea ananatis	553	species	4838982	361	8	2.90777e-35
Pectobacterium carotovorum	554	species	4852842	18	10	2.67923e-06
Escherichia	561	genus	0	1193	0	0.0
Escherichia coli	562	species	8927329	1588288	1278112	0.994005
Shimwellia blattae	563	species	4158725	104	5	6.60011e-37
Escherichia fergusonii	564	species	4643861	45048	956	0.000243083
Hafnia alvei	569	species	4712721	23	3	6.41453e-39
Klebsiella	570	genus	0	193	0	0.0
Klebsiella oxytoca	571	species	10395483	6706	773	0.000133785
Klebsiella pneumoniae	573	species	10764443	22160	143	5.36274e-05
Morganella morganii	582	species	3799539	62	6	0.0
Proteus	583	genus	0	8	0	0.0
Proteus mirabilis	584	species	3913216	764	1	9.40299e-33
Proteus vulgaris	585	species	3794983	762	0	1.48146e-32
Providencia stuartii	588	species	4368463	12	10	0.0
Salmonella	590	genus	0	144	0	0.0
Serratia	613	genus	0	5	0	0.0
Serratia liquefaciens	614	species	5304688	3	0	0.0
Serratia marcescens	615	species	8465231	112	2	9.52889e-28
Shigella	620	genus	0	17806	0	0.0
Shigella boydii	621	species	4698475	133590	1253	0.000138105
Shigella dysenteriae	622	species	4560911	109976	1747	0.000344327
Shigella flexneri	623	species	4682194	133073	982	0.000471307
Shigella sonnei	624	species	5136166	141573	832	0.000368553
Xenorhabdus nematophila	628	species	4586662	4	2	0
Yersinia	629	genus	0	1406	0	0.0
Yersinia enterocolitica	630	species	8483315	423	28	5.29866e-06
Yersinia pestis	632	species	6906928	4037	61	0.000107694
Yersinia pseudotuberculosis	633	species	9565781	3916	0	0
Edwardsiella	635	genus	0	4	0	0.0
Edwardsiella tarda	636	species	3870830	44	6	3.35807e-37
Aeromonas	642	genus	0	9	0	0.0
Aeromonas hydrophila	644	species	6856970	5	1	0.0
Aeromonas salmonicida	645	species	5040536	1	0	0.0
Aeromonas media	651	species	4788430	8	1	0.0
Aeromonas schubertii	652	species	4400034	3	3	0.0
Aeromonas veronii	654	species	4551783	1	0	0.0
Photobacterium	657	genus	0	1	0	0.0
Vibrio	662	genus	0	3	0	0.0
Vibrio cholerae	666	species	5494804	8	8	0.0
Vibrio parahaemolyticus	670	species	6861322	6	6	0.0
Vibrio campbellii	680	species	12090206	5	4	0.0
Actinobacillus	713	genus	0	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2759904	17	10	8.03574e-69
Actinobacillus equuli	718	species	2431533	1	0	0.0
Haemophilus influenzae	727	species	2520273	13	2	0.0
[Haemophilus] ducreyi	730	species	1698955	1	0	0.0
Histophilus somni	731	species	2138367	1	0	0.0
Aggregatibacter aphrophilus	732	species	3520359	1	1	0.0
[Haemophilus] parasuis	738	species	3407980	3	2	0.0
Pasteurella multocida	747	species	2290380	2	2	0.0
Bartonella bacilliformis	774	species	1445021	3	0	0.0
Coxiella burnetii	777	species	2067677	2	0	0.0
Parabacteroides distasonis	823	species	4811379	1	0	0.0
Fusobacterium nucleatum	851	species	2948417	1	1	0.0
Desulfovibrio africanus	873	species	4200534	1	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	1	1	0.0
Desulfovibrio salexigens	880	species	4289847	1	0	0.0
Acidaminococcus fermentans	905	species	2329769	3	0	0.0
Halothiobacillus neapolitanus	927	species	2582886	1	0	0.0
Hydrogenobacter thermophilus	940	species	3486067	1	0	0.0
Herbaspirillum seropedicae	964	species	5511805	2	2	0.0
Selenomonas	970	genus	0	1	0	0.0
Halorhodospira halophila	1053	species	2678452	1	0	0.0
Chlorobium phaeobacteroides	1096	species	2935152	1	1	0.0
Nitrosococcus oceani	1229	species	3522111	1	0	0.0
Piscirickettsia salmonis	1238	species	5102706	2	1	0.0
Ruminococcus albus	1264	species	4482087	1	0	0.0
Staphylococcus	1279	genus	0	1	1	0.0
Staphylococcus aureus	1280	species	5961705	20	13	1.52684e-05
Staphylococcus epidermidis	1282	species	2586069	2	1	0.0
Staphylococcus haemolyticus	1283	species	2697861	2	0	0.0
Staphylococcus xylosus	1288	species	8411206	9	5	1.74429e-32
Staphylococcus warneri	1292	species	2560716	7	2	5.12215e-06
Enterococcus faecalis	1351	species	2996992	1	1	0.0
Bacillus amyloliquefaciens	1390	species	5164599	1	0	0.0
Bacillus cereus	1396	species	8045619	1	0	0.0
Paenibacillus polymyxa	1406	species	5923678	3	2	0.0
Bacillus pumilus	1408	species	13099766	5	4	0.0
Bacillus subtilis	1423	species	6139296	1	0	0.0
Bacillus thuringiensis	1428	species	8897292	1	1	0.0
Clostridium perfringens	1502	species	3245844	1	1	0.0
Desulfosporosinus orientis	1563	species	5863081	1	1	0.0
Listeria monocytogenes	1639	species	6394179	1	0	0.0
Bifidobacterium bifidum	1681	species	2209322	1	0	0.0
Bifidobacterium breve	1685	species	2328021	1	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	1	1	0.0
Thermodesulfobacterium commune	1741	species	1764045	1	0	0.0
Streptomyces ambofaciens	1889	species	8393598	1	1	0.0
Thermomonospora curvata	2020	species	5639016	1	0	0.0
Mycoplasma mycoides	2102	species	1902025	1	0	0.0
Mycoplasma mobile	2118	species	777079	1	0	0.0
Halobacterium salinarum	2242	species	2619893	1	1	0.0
Thermotoga	2335	genus	0	1	0	0.0
Thermotoga neapolitana	2337	species	1884562	1	0	0.0
Xylella fastidiosa	2371	species	2609554	1	0	0.0
Fervidobacterium nodosum	2424	species	1948941	1	0	0.0
Teredinibacter turnerae	2426	species	5193164	1	0	0.0
Marinobacter	2742	genus	0	1	0	0.0
Halomonas elongata	2746	species	4061296	1	0	0.0
Homo sapiens	9606	species	3231297122	345	296	4.70173e-07
Enterobacteria phage Mu	10677	species	36717	26	0	3.93345e-25
Enterobacteria phage P1	10678	species	94800	81	4	3.61898e-26
Siphoviridae	10699	family	48777	6	0	0.0
Enterobacteria phage lambda	10710	species	48502	164	0	2.79503e-16
Enterobacteria phage 933W	10730	leaf	61670	87	0	2.03164e-17
Podoviridae	10744	family	64274	10	0	0.0
Shigella phage Sf6	10761	species	39043	3	0	0.0
Staphylococcus lugdunensis	28035	species	2627127	2	1	1.40494e-29
Alteromonas macleodii	28108	species	4602757	2	0	0.0
Cronobacter sakazakii	28141	species	5430462	327	4	3.93673e-26
Serratia proteamaculans	28151	species	5495657	7	0	0.0
Vibrio nigripulchritudo	28173	species	6322155	2	0	0.0
Mycoplasma penetrans	28227	species	1358633	1	0	0.0
Colwellia psychrerythraea	28229	species	5373180	1	0	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	1	0	0.0
Burkholderia pseudomallei	28450	species	10542276	1	1	0.0
Caudovirales	28883	order	81107	1	0	0.0
Salmonella enterica	28901	species	6059287	8816	557	2.52334e-05
[Clostridium] cellulosi	29343	species	2229578	1	0	0.0
Cellulosilyticum lentocellum	29360	species	4714237	1	0	0.0
