name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Cellulomonas gilvus	11	species	3526441	2	2	0.0
Myxococcus xanthus	34	species	9139763	1	0	0.0
Archangium gephyra	48	species	12489432	1	0	0.0
Chondromyces crocatus	52	species	11388132	1	0	0.0
Sorangium cellulosum	56	species	13907952	1	0	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Leptospira interrogans	173	species	5395453	1	0	0.0
Leptospira borgpetersenii	174	species	3948532	1	0	0.0
Helicobacter pylori	210	species	1900692	1	0	0.0
Pseudomonas fluorescens	294	species	10224970	1	1	0.0
Methylomonas methanica	421	species	5051681	1	0	0.0
Neisseria gonorrhoeae	485	species	3300548	4	0	0.0
Neisseria lactamica	486	species	2220606	5	0	0.0
Neisseria meningitidis	487	species	2829388	35	1	6.22325e-58
Bordetella pertussis	520	species	14768982	1	0	0.0
Pectobacterium carotovorum	554	species	4852842	1	0	0.0
Escherichia coli	562	species	8927329	6	5	0.0
Klebsiella pneumoniae	573	species	10764443	4	3	0.0
Yersinia enterocolitica	630	species	8483315	1	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	1	1	0.0
Vibrio cholerae	666	species	5494804	1	0	0.0
Vibrio parahaemolyticus	670	species	6861322	2	2	0.0
[Haemophilus] parasuis	738	species	3407980	1	1	0.0
Gallibacterium anatis	750	species	2694139	1	1	0.0
Desulfovibrio vulgaris	881	species	3802302	4	4	0.0
Herbaspirillum seropedicae	964	species	5511805	2	1	0.0
Flavobacterium columnare	996	species	3242016	1	1	0.0
Weeksella virosa	1014	species	2272954	1	1	0.0
Anabaena cylindrica	1165	species	7063285	1	1	0.0
Oenococcus oeni	1247	species	1780517	1	0	0.0
Leuconostoc carnosum	1252	species	1773468	1	0	0.0
Ruminococcus albus	1264	species	4482087	3	0	0.0
Staphylococcus	1279	genus	0	52	51	0.0
Staphylococcus aureus	1280	species	5961705	2082	1434	0.000484748
Staphylococcus carnosus	1281	species	2566424	11	0	8.44854e-42
Staphylococcus epidermidis	1282	species	2586069	473	228	9.88022e-05
Staphylococcus haemolyticus	1283	species	2697861	78	3	1.57127e-39
Staphylococcus hyicus	1284	species	2472129	3	1	2.78247e-43
Staphylococcus xylosus	1288	species	8411206	866	443	4.77747e-06
Staphylococcus warneri	1292	species	2560716	362	178	5.06524e-05
Staphylococcus schleiferi	1295	species	12494798	71	20	8.49089e-43
Streptococcaceae	1300	family	0	1	0	0.0
Streptococcus	1301	genus	0	284	246	0.0
Streptococcus gordonii	1302	species	2239984	363	0	6.47446e-40
Streptococcus oralis	1303	species	1958690	14	0	1.03876e-45
Streptococcus salivarius	1304	species	3636237	124	21	3.58825e-47
Streptococcus sanguinis	1305	species	2388435	91	1	5.82321e-46
Streptococcus suis	1307	species	2224682	448	20	1.40507e-39
Streptococcus thermophilus	1308	species	2301597	80	4	1.02061e-44
Streptococcus mutans	1309	species	2024183	27	3	4.01338e-46
Streptococcus agalactiae	1311	species	4681538	9656	621	0.000134784
Streptococcus pneumoniae	1313	species	2343121	292	42	1.70662e-05
Streptococcus pyogenes	1314	species	3379100	1043457	914828	0.833501
Streptococcus parasanguinis	1318	species	2162630	18	5	1.93593e-47
Streptococcus anginosus	1328	species	2557124	163	6	1.08531e-43
Streptococcus dysgalactiae	1334	species	2134563	106748	5460	0.00316523
Streptococcus equi	1336	species	2140495	1166	166	9.3559e-06
Streptococcus intermedius	1338	species	1963517	365	34	8.85707e-44
Streptococcus iniae	1346	species	2086959	410	9	1.73839e-40
Streptococcus parauberis	1348	species	2154183	274	14	1.23781e-05
Streptococcus uberis	1349	species	1852352	572	9	3.52091e-17
Enterococcus	1350	genus	0	1	0	0.0
Enterococcus faecalis	1351	species	2996992	8	0	1.01951e-67
Enterococcus faecium	1352	species	3937170	5	5	0.0
Enterococcus hirae	1354	species	2856440	5	2	0.0
Lactococcus lactis	1358	species	2509686	21	4	1.81837e-65
Lactococcus garvieae	1363	species	1957049	2	0	0.0
Lactococcus piscium	1364	species	2503066	7	1	0.0
Aerococcus viridans	1377	species	2199877	6	6	0.0
Bacillus amyloliquefaciens	1390	species	5164599	1	1	0.0
Bacillus anthracis	1392	species	12599825	13	9	0.0
Bacillus cereus	1396	species	8045619	6	5	0.0
Bacillus coagulans	1398	species	4327944	7	6	0.0
Bacillus megaterium	1404	species	5334474	4	4	0.0
Bacillus mycoides	1405	species	11312355	2	2	0.0
Paenibacillus polymyxa	1406	species	5923678	2	0	0.0
Bacillus pumilus	1408	species	13099766	13	13	0.0
Bacillus sp.	1409	species	4233615	1	0	0.0
Bacillus subtilis	1423	species	6139296	2	1	0.0
Geobacillus thermoglucosidasius	1426	species	3933454	4	1	0.0
Bacillus thuringiensis	1428	species	8897292	8	2	0.0
Amphibacillus xylanus	1449	species	2569486	1	1	0.0
Paenibacillus larvae	1464	species	4056006	1	0	0.0
Brevibacillus laterosporus	1465	species	5153859	1	0	0.0
Bacillus methanolicus	1471	species	3425208	1	0	0.0
Clostridium acetobutylicum	1488	species	4136895	1	1	0.0
Clostridium botulinum	1491	species	4398179	4	4	0.0
Peptoclostridium difficile	1496	species	6330725	1	0	0.0
Clostridium pasteurianum	1501	species	6644991	3	2	0.0
Clostridium tetani	1513	species	2869591	1	1	0.0
Clostridium beijerinckii	1520	species	5999841	1	0	0.0
Clostridium kluyveri	1534	species	3989551	1	1	0.0
Gottschalkia acidurici	1556	species	3108248	1	1	0.0
Desulfotomaculum nigrificans	1565	species	2892255	1	1	0.0
Lactobacillus acidophilus	1579	species	2018718	2	0	0.0
Lactobacillus casei	1582	species	3039836	1	0	0.0
Lactobacillus delbrueckii	1584	species	1920382	14	9	0.0
Lactobacillus plantarum	1590	species	4927530	1	0	0.0
Lactobacillus paracasei	1597	species	4200086	1	0	0.0
Lactobacillus reuteri	1598	species	2098092	18	16	0.0
Lactobacillus ruminis	1623	species	2066652	1	0	0.0
Lactobacillus salivarius	1624	species	2142235	3	2	0.0
Lactobacillus sanfranciscensis	1625	species	1375770	1	0	0.0
Listeria ivanovii	1638	species	3701623	2	0	0.0
Listeria monocytogenes	1639	species	6394179	34	1	5.66581e-50
Listeria welshimeri	1643	species	2814130	2	0	0.0
Erysipelothrix rhusiopathiae	1648	species	1770425	1	1	0.0
Mycobacterium avium	1764	species	5653254	1	0	0.0
Mycobacterium intracellulare	1767	species	5374059	1	0	0.0
Streptomyces ambofaciens	1889	species	8393598	1	1	0.0
Mycoplasma	2093	genus	0	1	1	0.0
Mycoplasma mycoides	2102	species	1902025	1	1	0.0
Acholeplasma laidlawii	2148	species	1496992	2	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	2	0	0.0
Thermotoga	2335	genus	0	1	0	0.0
Thermotoga maritima	2336	species	5599391	1	0	0.0
Symbiobacterium thermophilum	2734	species	3566135	2	2	0.0
Verrucomicrobium spinosum	2736	species	8220857	2	0	0.0
Lysinibacillus fusiformis	28031	species	4843789	2	1	0.0
Staphylococcus lugdunensis	28035	species	2627127	77	6	1.37075e-18
Streptococcus mitis	28037	species	2026477	15	3	2.07392e-46
Leptospira santarosai	28183	species	3983611	1	0	0.0
Acetohalobium arabaticum	28187	species	2469596	2	0	0.0
Salmonella enterica	28901	species	6059287	3	3	0.0
Staphylococcus saprophyticus	29385	species	2577899	65182	64188	0.0753761
Staphylococcus capitis	29388	species	2503265	16	0	1.18748e-32
Brucella melitensis	29459	species	3777425	1	1	0.0
Mycoplasma haemofelis	29501	species	1151598	1	0	0.0
Lawsonia intracellularis	29546	species	1719103	1	0	0.0
Veillonellaceae	31977	family	0	1	0	0.0
Acidobacterium capsulatum	33075	species	4127356	1	1	0.0
Anoxybacillus flavithermus	33934	species	2846746	1	0	0.0
Geobacillus thermodenitrificans	33940	species	3608012	1	1	0.0
Lactobacillus johnsonii	33959	species	1907846	1	1	0.0
Melissococcus plutonius	33970	species	2045253	2	0	0.0
Rahnella aquatilis	34038	species	5656799	1	0	0.0
Streptobacillus moniliformis	34105	species	1673280	1	1	0.0
Streptococcus phage T12	35344	species	37976	11105	500	0.085001
Acholeplasma oculi	35623	species	1587120	2	0	0.0
Heliobacterium modesticaldum	35701	species	3075407	2	1	0.0
Bordetella holmesii	35814	species	3698406	1	0	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	1	0	0.0
Mycobacterium rhodesiae	36814	species	6415739	1	0	0.0
Enterococcus casseliflavus	37734	species	3427276	19	14	7.41565e-21
Acholeplasma palmae	38986	species	1554229	1	1	0.0
Nitrospira moscoviensis	42253	species	4589485	1	0	0.0
Ammonifex degensii	42838	species	2157067	1	1	0.0
Butyrivibrio proteoclasticus	43305	species	4404886	1	1	0.0
Cyanothece sp. ATCC 51142	43989	species	5460377	1	0	0.0
Staphylococcus pasteuri	45972	species	2559946	112	84	1.04182e-05
Lactobacillus rhamnosus	47715	species	3576576	2	1	0.0
Spiroplasma kunkelii	47834	species	1514561	3	2	0.0
Novosphingobium aromaticivorans	48935	species	4233314	1	0	0.0
Candidatus Arthromitus sp. SFB-mouse	49118	species	1603201	1	0	0.0
Aerococcus urinaeequi	51665	species	4067667	1	1	0.0
Tetragenococcus halophilus	51669	species	2562720	51	1	6.69303e-18
Actinomyces meyeri	52773	species	2049088	2	0	0.0
Enterococcus durans	53345	species	6143683	1	1	0.0
Raoultella ornithinolytica	54291	species	5460097	1	0	0.0
Chroococcidiopsis thermalis	54299	species	6689401	1	1	0.0
Janthinobacterium agaricidamnosum	55508	species	5949001	1	0	0.0
Streptococcus macedonicus	59310	species	2142762	114	2	2.08739e-43
